Frame,Satellite,Station,Elevation_deg,Rate_Mbps,Distance_km,Selected
52,SAT_004,"Chitose, Japan",85.71,1891.0,42.1,YES
53,SAT_103,"Awarua, New Zeland",86.04,1894.8,39.5,YES
54,SAT_070,"Mingenew, Australia",70.98,1722.9,192.8,YES
55,SAT_046,Singapore,83.6,1867.0,62.0,YES
56,SAT_134,"Tahiti, French Polynesia",60.34,1601.5,312.8,YES
57,SAT_135,"Tahiti, French Polynesia",80.38,1830.2,94.2,YES
58,SAT_135,"Tahiti, French Polynesia",49.22,1474.7,465.7,YES
59,SAT_185,"North Pole, USA",31.91,1277.1,821.6,YES
60,SAT_185,"North Pole, USA",52.22,1508.9,426.0,YES
61,SAT_189,"Utqiagvik, USA",80.49,1831.5,94.6,YES
62,SAT_187,"Deadhorse, USA",74.56,1763.8,155.5,YES
63,SAT_172,"Portland, USA",55.84,1550.2,371.8,YES
64,SAT_172,"Portland, USA",87.6,1912.6,23.4,YES
65,SAT_166,"Mojave, USA",86.31,1897.9,35.9,YES
66,SAT_166,"Mojave, USA",56.96,1562.9,355.6,YES
67,SAT_033,"Dubai, UAE",83.39,1864.5,64.2,YES
68,SAT_032,"Zallaq, Bahrain",86.53,1900.4,33.6,YES
69,SAT_008,"Öjebyn, Sweden",72.1,1735.7,181.8,YES
70,SAT_010,"Stockholm, Sweden",87.59,1912.5,23.7,YES
71,SAT_112,"Punta Arenas, Chile",60.75,1606.2,317.1,YES
72,SAT_110,"Ushuaia, Argentina",85.82,1892.3,42.0,YES
73,SAT_063,"Pretoria, South Africa",85.35,1886.9,45.8,YES
74,SAT_069,"Cape Town, South Africa",85.87,1892.9,40.8,YES
75,SAT_069,"Cape Town, South Africa",52.13,1507.9,429.3,YES
76,SAT_121,"Cordoba, Argentina",51.58,1501.6,438.7,YES
77,SAT_121,"Cordoba, Argentina",85.37,1887.2,45.9,YES
78,SAT_121,"Cordoba, Argentina",58.03,1575.1,348.4,YES
79,SAT_122,"Cordoba, Argentina",35.44,1317.3,738.2,YES
80,SAT_041,"Accra, Ghana",48.17,1462.6,484.2,YES
81,SAT_041,"Accra, Ghana",85.41,1887.6,44.9,YES
82,SAT_041,"Accra, Ghana",54.04,1529.6,397.5,YES
83,SAT_042,"Accra, Ghana",31.28,1269.9,835.2,YES
84,SAT_042,"Accra, Ghana",18.95,1129.2,1273.5,YES
85,SAT_042,"Accra, Ghana",11.13,1039.9,1712.9,YES
86,SAT_043,"Accra, Ghana",5.49,975.6,2150.7,YES
94,SAT_135,"Accra, Ghana",5.69,977.9,2143.5,YES
95,SAT_138,"Accra, Ghana",10.45,1032.2,1771.2,YES
96,SAT_139,"Accra, Ghana",16.76,1104.2,1392.1,YES
97,SAT_140,"Accra, Ghana",25.85,1207.9,1011.0,YES
98,SAT_140,"Accra, Ghana",40.53,1375.5,629.1,YES
99,SAT_141,"Accra, Ghana",66.29,1669.4,247.6,YES
100,SAT_016,"Cordoba, Argentina",83.68,1867.9,64.2,YES
101,SAT_017,"Cordoba, Argentina",52.34,1510.2,436.9,YES
102,SAT_017,"Cordoba, Argentina",31.38,1271.0,861.2,YES
103,SAT_072,"Pendergrass, USA",52.52,1512.3,429.0,YES
104,SAT_071,"Pendergrass, USA",86.2,1896.7,38.0,YES
105,SAT_111,"Guildford Pole, UK",85.17,1884.8,48.9,YES
106,SAT_169,"Cape Town, South Africa",79.64,1821.8,105.9,YES
107,SAT_112,"Dublin, Ireland",72.52,1740.5,181.6,YES
108,SAT_162,"Pretoria, South Africa",82.63,1855.9,74.5,YES
109,SAT_111,"Stockholm, Sweden",77.59,1798.3,127.5,YES
110,SAT_109,"Öjebyn, Sweden",80.4,1830.5,98.2,YES
111,SAT_066,"Mojave, USA",78.22,1805.6,119.3,YES
112,SAT_072,"Portland, USA",84.96,1882.5,50.8,YES
113,SAT_072,"Portland, USA",56.08,1553.0,379.7,YES
114,SAT_132,"Zallaq, Bahrain",85.6,1889.8,43.9,YES
115,SAT_083,"North Pole, USA",89.25,1931.4,7.6,YES
116,SAT_133,"Dubai, UAE",64.37,1647.5,270.8,YES
117,SAT_133,"Dubai, UAE",39.31,1361.5,655.7,YES
118,SAT_036,"Tahiti, French Polynesia",62.01,1620.6,300.6,YES
119,SAT_037,"Tahiti, French Polynesia",73.52,1752.0,168.4,YES
120,SAT_060,"Paumalu, USA",70.28,1715.0,202.6,YES
121,SAT_059,"Kapolei, USA",67.42,1682.4,234.3,YES
122,SAT_011,"Awarua, New Zeland",54.93,1539.8,401.7,YES
123,SAT_012,"Awarua, New Zeland",83.35,1864.1,67.9,YES
124,SAT_012,"Awarua, New Zeland",52.27,1509.4,438.4,YES
125,SAT_094,"Chitose, Japan",66.23,1668.8,250.6,YES
126,SAT_092,"Obihiro, Japan",73.53,1752.1,168.6,YES
127,SAT_104,"Seoul, South Korea",83.31,1863.7,66.9,YES
128,SAT_177,"Mingenew, Australia",84.72,1879.8,53.0,YES
129,SAT_145,Singapore,64.04,1643.7,271.4,YES
130,SAT_145,Singapore,77.73,1800.0,122.1,YES
131,SAT_194,"Alice Springs, Australia",82.37,1852.9,76.6,YES
132,SAT_077,"Harmon, Guam",48.87,1470.6,477.9,YES
133,SAT_075,"Harmon, Guam",82.36,1852.8,75.5,YES
134,SAT_072,"Harmon, Guam",59.81,1595.5,322.6,YES
135,SAT_068,"Harmon, Guam",36.47,1329.1,707.7,YES
136,SAT_064,"Harmon, Guam",23.51,1181.2,1082.4,YES
137,SAT_059,"Harmon, Guam",15.44,1089.1,1445.8,YES
138,SAT_189,"Harmon, Guam",12.54,1056.0,1623.3,YES
139,SAT_185,"Harmon, Guam",19.09,1130.8,1268.1,YES
140,SAT_182,"Harmon, Guam",28.77,1241.3,906.8,YES
141,SAT_179,"Harmon, Guam",44.8,1424.2,541.1,YES
142,SAT_177,"Harmon, Guam",73.04,1746.4,169.8,YES
143,SAT_175,"Harmon, Guam",69.74,1708.8,204.9,YES
144,SAT_098,"Alice Springs, Australia",69.93,1711.0,205.5,YES
145,SAT_045,Singapore,54.27,1532.2,390.7,YES
146,SAT_045,Singapore,84.6,1878.4,52.3,YES
147,SAT_110,"Dubbo, Australia",86.78,1903.2,31.9,YES
148,SAT_200,"Seoul, South Korea",62.89,1630.6,284.2,YES
149,SAT_191,"Chitose, Japan",84.94,1882.3,49.6,YES
150,SAT_189,"Obihiro, Japan",54.83,1538.7,387.5,YES
151,SAT_113,"Awarua, New Zeland",36.04,1324.2,725.3,YES
152,SAT_113,"Awarua, New Zeland",59.73,1594.6,327.0,YES
153,SAT_113,"Awarua, New Zeland",82.15,1850.5,78.4,YES
154,SAT_114,"Awarua, New Zeland",49.61,1479.0,470.2,YES
155,SAT_114,"Awarua, New Zeland",30.92,1265.8,858.1,YES
156,SAT_159,"Kapolei, USA",30.84,1264.9,836.4,YES
157,SAT_159,"Kapolei, USA",50.18,1485.6,448.1,YES
158,SAT_159,"Kapolei, USA",83.73,1868.4,60.7,YES
159,SAT_032,"Zallaq, Bahrain",72.14,1736.1,177.7,YES
160,SAT_187,"Utqiagvik, USA",77.96,1802.6,120.3,YES
161,SAT_183,"North Pole, USA",82.32,1852.3,76.0,YES
162,SAT_009,"Sodankylä, Finland",62.46,1625.7,291.1,YES
163,SAT_009,"Sodankylä, Finland",76.68,1788.0,133.4,YES
164,SAT_013,"Stockholm, Sweden",78.67,1810.7,112.7,YES
165,SAT_061,"Pretoria, South Africa",72.1,1735.7,180.2,YES
166,SAT_015,"Dublin, Ireland",80.26,1828.9,96.4,YES
167,SAT_012,"Dundee, Scotland",80.8,1835.0,91.3,YES
168,SAT_015,"Guildford Pole, UK",76.39,1784.7,135.9,YES
169,SAT_167,"Mojave, USA",45.66,1434.0,524.9,YES
170,SAT_102,"Ushuaia, Argentina",61.05,1609.6,314.7,YES
171,SAT_104,"Punta Arenas, Chile",82.59,1855.4,74.8,YES
172,SAT_043,"Accra, Ghana",87.44,1910.8,24.9,YES
173,SAT_180,"Columbus, USA",82.26,1851.7,76.5,YES
174,SAT_176,"Pendergrass, USA",73.91,1756.4,161.6,YES
175,SAT_176,"Pendergrass, USA",66.12,1667.5,246.8,YES
176,SAT_105,"Cordoba, Argentina",53.68,1525.5,411.0,YES
177,SAT_105,"Cordoba, Argentina",87.6,1912.6,24.0,YES
178,SAT_105,"Cordoba, Argentina",54.15,1530.9,403.4,YES
179,SAT_105,"Cordoba, Argentina",32.71,1286.2,810.0,YES
180,SAT_106,"Cordoba, Argentina",20.61,1148.1,1215.1,YES
181,SAT_107,"Cordoba, Argentina",12.83,1059.4,1618.5,YES
182,SAT_109,"Cordoba, Argentina",7.25,995.7,2016.4,YES
189,SAT_001,"Cordoba, Argentina",8.65,1011.7,2006.6,YES
190,SAT_001,"Cordoba, Argentina",14.92,1083.1,1595.3,YES
191,SAT_001,"Cordoba, Argentina",23.59,1182.2,1185.3,YES
192,SAT_001,"Cordoba, Argentina",36.92,1334.3,777.2,YES
193,SAT_001,"Cordoba, Argentina",59.09,1587.3,373.8,YES
194,SAT_200,"Cordoba, Argentina",82.69,1856.6,74.3,YES
195,SAT_200,"Cordoba, Argentina",59.05,1586.8,343.5,YES
196,SAT_081,"Pendergrass, USA",60.48,1603.1,320.4,YES
197,SAT_081,"Pendergrass, USA",79.15,1816.2,109.9,YES
198,SAT_084,"Columbus, USA",83.11,1861.4,69.6,YES
199,SAT_001,"Punta Arenas, Chile",57.78,1572.3,408.1,YES
200,SAT_200,"Punta Arenas, Chile",83.41,1864.8,68.0,YES
201,SAT_199,"Ushuaia, Argentina",65.49,1660.4,266.8,YES
202,SAT_070,"Mojave, USA",48.42,1465.5,492.6,YES
203,SAT_069,"Mojave, USA",81.4,1841.9,86.6,YES
204,SAT_143,"Accra, Ghana",74.19,1759.6,160.7,YES
205,SAT_074,"Portland, USA",79.26,1817.4,109.1,YES
206,SAT_113,"Dundee, Scotland",84.69,1879.4,53.8,YES
207,SAT_116,"Dublin, Ireland",73.73,1754.4,168.1,YES
208,SAT_116,"Dublin, Ireland",68.22,1691.4,229.5,YES
209,SAT_166,"Cape Town, South Africa",82.17,1850.6,79.7,YES
210,SAT_109,"Sodankylä, Finland",79.56,1820.9,107.0,YES
211,SAT_161,"Pretoria, South Africa",75.48,1774.3,148.8,YES
212,SAT_058,"Kapolei, USA",76.59,1787.0,135.5,YES
213,SAT_148,"Mwulire, Rwanda",68.48,1694.4,223.1,YES
214,SAT_148,"Mwulire, Rwanda",41.97,1391.9,602.1,YES
215,SAT_017,"Awarua, New Zeland",34.87,1310.8,774.7,YES
216,SAT_018,"Awarua, New Zeland",58.61,1581.8,350.6,YES
217,SAT_131,"Zallaq, Bahrain",82.69,1856.6,72.9,YES
218,SAT_131,"Dubai, UAE",71.47,1728.5,189.7,YES
219,SAT_131,"Dubai, UAE",70.62,1718.9,198.7,YES
220,SAT_080,"Obihiro, Japan",55.08,1541.5,392.1,YES
221,SAT_080,"Obihiro, Japan",86.6,1901.2,34.0,YES
222,SAT_021,"Dubbo, Australia",80.6,1832.8,95.2,YES
223,SAT_086,"Seoul, South Korea",63.71,1639.9,279.6,YES
224,SAT_086,"Seoul, South Korea",75.9,1779.1,142.9,YES
225,SAT_059,"Harmon, Guam",63.69,1639.8,275.9,YES
226,SAT_020,"Alice Springs, Australia",82.36,1852.8,76.6,YES
227,SAT_001,"Mingenew, Australia",86.47,1899.7,36.3,YES
228,SAT_001,"Mingenew, Australia",51.76,1503.6,446.3,YES
229,SAT_002,"Mingenew, Australia",31.1,1267.9,859.3,YES
230,SAT_002,"Mingenew, Australia",19.17,1131.7,1275.8,YES
231,SAT_137,Singapore,26.1,1210.8,990.9,YES
232,SAT_138,Singapore,41.13,1382.3,608.8,YES
233,SAT_140,Singapore,67.68,1685.2,228.0,YES
234,SAT_143,Singapore,74.67,1765.0,152.7,YES
235,SAT_013,Singapore,50.73,1491.9,447.0,YES
236,SAT_025,Singapore,72.46,1739.8,176.1,YES
237,SAT_039,Singapore,74.9,1767.6,149.9,YES
238,SAT_041,Singapore,42.82,1401.6,573.7,YES
239,SAT_042,Singapore,25.31,1201.8,1010.9,YES
240,SAT_102,"Mingenew, Australia",27.5,1226.7,952.3,YES
241,SAT_103,"Mingenew, Australia",44.86,1424.9,545.3,YES
242,SAT_104,"Mingenew, Australia",75.28,1772.1,148.2,YES
243,SAT_104,"Mingenew, Australia",64.71,1651.4,265.2,YES
244,SAT_121,"Alice Springs, Australia",82.63,1855.9,72.6,YES
245,SAT_184,"Seoul, South Korea",62.36,1624.5,289.8,YES
246,SAT_159,"Harmon, Guam",86.47,1899.7,34.1,YES
247,SAT_159,"Harmon, Guam",51.97,1506.0,422.2,YES
248,SAT_122,"Dubbo, Australia",66.82,1675.5,239.1,YES
249,SAT_179,"Chitose, Japan",86.36,1898.5,35.5,YES
250,SAT_029,"Dubai, UAE",77.82,1801.0,119.4,YES
251,SAT_029,"Zallaq, Bahrain",83.06,1860.8,67.4,YES
