Frame,Satellite,Station,Elevation_deg,Rate_Mbps,Distance_km,Selected
99,SAT_141,"Accra, Ghana",66.29,735.0,247.6,YES
100,SAT_016,"Cordoba, Argentina",83.68,929.3,64.2,YES
101,SAT_017,"Cordoba, Argentina",52.34,579.1,436.9,YES
102,SAT_017,"Cordoba, Argentina",31.38,344.8,861.2,YES
103,SAT_072,"Pendergrass, USA",52.52,581.1,429.0,YES
104,SAT_071,"Pendergrass, USA",86.2,957.6,38.0,YES
105,SAT_111,"Guildford Pole, UK",85.17,946.0,48.9,YES
106,SAT_169,"Cape Town, South Africa",79.64,884.2,105.9,YES
107,SAT_112,"Dublin, Ireland",72.52,804.7,181.6,YES
108,SAT_162,"Pretoria, South Africa",82.63,917.7,74.5,YES
109,SAT_111,"Stockholm, Sweden",77.59,861.3,127.5,YES
110,SAT_109,"Öjebyn, Sweden",80.4,892.7,98.2,YES
111,SAT_066,"Mojave, USA",78.22,868.3,119.3,YES
112,SAT_072,"Portland, USA",84.96,943.7,50.8,YES
113,SAT_072,"Portland, USA",56.08,620.9,379.7,YES
114,SAT_132,"Zallaq, Bahrain",85.6,950.8,43.9,YES
115,SAT_083,"North Pole, USA",89.25,991.6,7.6,YES
116,SAT_133,"Dubai, UAE",64.37,713.5,270.8,YES
117,SAT_133,"Dubai, UAE",39.31,433.5,655.7,YES
118,SAT_036,"Tahiti, French Polynesia",62.01,687.2,300.6,YES
119,SAT_037,"Tahiti, French Polynesia",73.52,815.8,168.4,YES
120,SAT_060,"Paumalu, USA",70.28,779.6,202.6,YES
121,SAT_059,"Kapolei, USA",67.42,747.7,234.3,YES
122,SAT_011,"Awarua, New Zeland",54.93,608.1,401.7,YES
123,SAT_012,"Awarua, New Zeland",83.35,925.7,67.9,YES
124,SAT_012,"Awarua, New Zeland",52.27,578.3,438.4,YES
125,SAT_094,"Chitose, Japan",66.23,734.4,250.6,YES
126,SAT_092,"Obihiro, Japan",73.53,815.9,168.6,YES
127,SAT_104,"Seoul, South Korea",83.31,925.2,66.9,YES
128,SAT_177,"Mingenew, Australia",84.72,941.0,53.0,YES
129,SAT_145,Singapore,64.04,709.9,271.4,YES
130,SAT_145,Singapore,77.73,862.9,122.1,YES
131,SAT_194,"Alice Springs, Australia",82.37,914.7,76.6,YES
132,SAT_077,"Harmon, Guam",48.87,540.3,477.9,YES
133,SAT_075,"Harmon, Guam",82.36,914.6,75.5,YES
134,SAT_072,"Harmon, Guam",59.81,662.6,322.6,YES
135,SAT_068,"Harmon, Guam",36.47,401.7,707.7,YES
136,SAT_064,"Harmon, Guam",23.51,256.8,1082.4,YES
137,SAT_059,"Harmon, Guam",15.44,166.7,1445.8,YES
138,SAT_189,"Harmon, Guam",12.54,134.2,1623.3,YES
139,SAT_185,"Harmon, Guam",19.09,207.5,1268.1,YES
140,SAT_182,"Harmon, Guam",28.77,315.7,906.8,YES
141,SAT_179,"Harmon, Guam",44.8,494.8,541.1,YES
142,SAT_177,"Harmon, Guam",73.04,810.4,169.8,YES
143,SAT_175,"Harmon, Guam",69.74,773.6,204.9,YES
144,SAT_098,"Alice Springs, Australia",69.93,775.7,205.5,YES
145,SAT_045,Singapore,54.27,600.6,390.7,YES
146,SAT_045,Singapore,84.6,939.7,52.3,YES
147,SAT_110,"Dubbo, Australia",86.78,964.0,31.9,YES
148,SAT_200,"Seoul, South Korea",62.89,697.0,284.2,YES
149,SAT_191,"Chitose, Japan",84.94,943.5,49.6,YES
150,SAT_189,"Obihiro, Japan",54.83,607.0,387.5,YES
151,SAT_113,"Awarua, New Zeland",36.04,396.9,725.3,YES
152,SAT_113,"Awarua, New Zeland",59.73,661.7,327.0,YES
153,SAT_113,"Awarua, New Zeland",82.15,912.3,78.4,YES
154,SAT_114,"Awarua, New Zeland",49.61,548.5,470.2,YES
155,SAT_114,"Awarua, New Zeland",30.92,339.7,858.1,YES
156,SAT_159,"Kapolei, USA",30.84,338.8,836.4,YES
157,SAT_159,"Kapolei, USA",50.18,555.0,448.1,YES
158,SAT_159,"Kapolei, USA",83.73,929.9,60.7,YES
159,SAT_032,"Zallaq, Bahrain",72.14,800.3,177.7,YES
160,SAT_187,"Utqiagvik, USA",77.96,865.4,120.3,YES
161,SAT_183,"North Pole, USA",82.32,914.1,76.0,YES
162,SAT_009,"Sodankylä, Finland",62.46,692.2,291.1,YES
163,SAT_009,"Sodankylä, Finland",76.68,851.1,133.4,YES
164,SAT_013,"Stockholm, Sweden",78.67,873.4,112.7,YES
165,SAT_061,"Pretoria, South Africa",72.1,799.9,180.2,YES
166,SAT_015,"Dublin, Ireland",80.26,891.2,96.4,YES
167,SAT_012,"Dundee, Scotland",80.8,897.1,91.3,YES
168,SAT_015,"Guildford Pole, UK",76.39,847.9,135.9,YES
169,SAT_167,"Mojave, USA",45.66,504.4,524.9,YES
170,SAT_102,"Ushuaia, Argentina",61.05,676.4,314.7,YES
171,SAT_104,"Punta Arenas, Chile",82.59,917.1,74.8,YES
172,SAT_043,"Accra, Ghana",87.44,971.4,24.9,YES
173,SAT_180,"Columbus, USA",82.26,913.5,76.5,YES
174,SAT_176,"Pendergrass, USA",73.91,820.2,161.6,YES
175,SAT_176,"Pendergrass, USA",66.12,733.2,246.8,YES
176,SAT_105,"Cordoba, Argentina",53.68,594.1,411.0,YES
177,SAT_105,"Cordoba, Argentina",87.6,973.1,24.0,YES
178,SAT_105,"Cordoba, Argentina",54.15,599.3,403.4,YES
179,SAT_105,"Cordoba, Argentina",32.71,359.7,810.0,YES
180,SAT_106,"Cordoba, Argentina",20.61,224.4,1215.1,YES
181,SAT_107,"Cordoba, Argentina",12.83,137.5,1618.5,YES
182,SAT_109,"Cordoba, Argentina",7.25,75.1,2016.4,YES
189,SAT_001,"Cordoba, Argentina",8.65,90.8,2006.6,YES
190,SAT_001,"Cordoba, Argentina",14.92,160.8,1595.3,YES
191,SAT_001,"Cordoba, Argentina",23.59,257.8,1185.3,YES
192,SAT_001,"Cordoba, Argentina",36.92,406.8,777.2,YES
193,SAT_001,"Cordoba, Argentina",59.09,654.6,373.8,YES
194,SAT_200,"Cordoba, Argentina",82.69,918.3,74.3,YES
195,SAT_200,"Cordoba, Argentina",59.05,654.1,343.5,YES
196,SAT_081,"Pendergrass, USA",60.48,670.0,320.4,YES
197,SAT_081,"Pendergrass, USA",79.15,878.7,109.9,YES
198,SAT_084,"Columbus, USA",83.11,923.0,69.6,YES
199,SAT_001,"Punta Arenas, Chile",57.78,639.9,408.1,YES
200,SAT_200,"Punta Arenas, Chile",83.41,926.3,68.0,YES
201,SAT_199,"Ushuaia, Argentina",65.49,726.1,266.8,YES
202,SAT_070,"Mojave, USA",48.42,535.2,492.6,YES
203,SAT_069,"Mojave, USA",81.4,903.9,86.6,YES
204,SAT_143,"Accra, Ghana",74.19,823.3,160.7,YES
205,SAT_074,"Portland, USA",79.26,880.0,109.1,YES
206,SAT_113,"Dundee, Scotland",84.69,940.7,53.8,YES
207,SAT_116,"Dublin, Ireland",73.73,818.2,168.1,YES
208,SAT_116,"Dublin, Ireland",68.22,756.6,229.5,YES
209,SAT_166,"Cape Town, South Africa",82.17,912.4,79.7,YES
210,SAT_109,"Sodankylä, Finland",79.56,883.3,107.0,YES
211,SAT_161,"Pretoria, South Africa",75.48,837.7,148.8,YES
212,SAT_058,"Kapolei, USA",76.59,850.1,135.5,YES
213,SAT_148,"Mwulire, Rwanda",68.48,759.4,223.1,YES
214,SAT_148,"Mwulire, Rwanda",41.97,463.2,602.1,YES
215,SAT_017,"Awarua, New Zeland",34.87,383.8,774.7,YES
216,SAT_018,"Awarua, New Zeland",58.61,649.2,350.6,YES
217,SAT_131,"Zallaq, Bahrain",82.69,918.3,72.9,YES
218,SAT_131,"Dubai, UAE",71.47,792.9,189.7,YES
219,SAT_131,"Dubai, UAE",70.62,783.4,198.7,YES
220,SAT_080,"Obihiro, Japan",55.08,609.8,392.1,YES
221,SAT_080,"Obihiro, Japan",86.6,962.0,34.0,YES
222,SAT_021,"Dubbo, Australia",80.6,895.0,95.2,YES
223,SAT_086,"Seoul, South Korea",63.71,706.1,279.6,YES
224,SAT_086,"Seoul, South Korea",75.9,842.5,142.9,YES
225,SAT_059,"Harmon, Guam",63.69,706.0,275.9,YES
226,SAT_020,"Alice Springs, Australia",82.36,914.6,76.6,YES
227,SAT_001,"Mingenew, Australia",86.47,960.5,36.3,YES
228,SAT_001,"Mingenew, Australia",51.76,572.6,446.3,YES
229,SAT_002,"Mingenew, Australia",31.1,341.7,859.3,YES
230,SAT_002,"Mingenew, Australia",19.17,208.4,1275.8,YES
231,SAT_137,Singapore,26.1,285.9,990.9,YES
232,SAT_138,Singapore,41.13,453.8,608.8,YES
233,SAT_140,Singapore,67.68,750.5,228.0,YES
234,SAT_143,Singapore,74.67,828.7,152.7,YES
235,SAT_013,Singapore,50.73,561.1,447.0,YES
236,SAT_025,Singapore,72.46,803.9,176.1,YES
237,SAT_039,Singapore,74.9,831.2,149.9,YES
238,SAT_041,Singapore,42.82,472.7,573.7,YES
239,SAT_042,Singapore,25.31,277.0,1010.9,YES
240,SAT_102,"Mingenew, Australia",27.5,301.4,952.3,YES
241,SAT_103,"Mingenew, Australia",44.86,495.5,545.3,YES
242,SAT_104,"Mingenew, Australia",75.28,835.5,148.2,YES
243,SAT_104,"Mingenew, Australia",64.71,717.4,265.2,YES
244,SAT_121,"Alice Springs, Australia",82.63,917.7,72.6,YES
245,SAT_184,"Seoul, South Korea",62.36,691.0,289.8,YES
246,SAT_159,"Harmon, Guam",86.47,960.6,34.1,YES
247,SAT_159,"Harmon, Guam",51.97,575.0,422.2,YES
248,SAT_122,"Dubbo, Australia",66.82,741.0,239.1,YES
249,SAT_179,"Chitose, Japan",86.36,959.4,35.5,YES
250,SAT_029,"Dubai, UAE",77.82,863.8,119.4,YES
251,SAT_029,"Zallaq, Bahrain",83.06,922.4,67.4,YES
252,SAT_029,"Zallaq, Bahrain",47.3,522.8,494.3,YES
253,SAT_119,"Awarua, New Zeland",51.34,568.0,441.9,YES
254,SAT_119,"Awarua, New Zeland",85.0,944.1,49.6,YES
255,SAT_048,"Mwulire, Rwanda",80.66,895.6,90.8,YES
256,SAT_061,"Pretoria, South Africa",81.83,908.7,80.1,YES
257,SAT_009,"Sodankylä, Finland",75.22,834.8,148.4,YES
258,SAT_010,"Öjebyn, Sweden",80.86,897.9,90.6,YES
259,SAT_186,"Utqiagvik, USA",70.21,778.8,202.3,YES
260,SAT_186,"Deadhorse, USA",78.34,869.6,116.5,YES
261,SAT_183,"North Pole, USA",84.2,935.2,57.3,YES
262,SAT_159,"Paumalu, USA",73.52,815.8,163.4,YES
263,SAT_043,"Accra, Ghana",80.02,888.4,97.3,YES
264,SAT_137,"Tahiti, French Polynesia",80.28,891.4,95.4,YES
265,SAT_137,"Tahiti, French Polynesia",54.89,607.5,384.5,YES
266,SAT_177,"Portland, USA",54.8,606.6,388.4,YES
267,SAT_177,"Portland, USA",87.91,976.6,20.6,YES
268,SAT_092,"Ushuaia, Argentina",87.21,968.8,28.1,YES
269,SAT_093,"Punta Arenas, Chile",66.87,741.5,243.9,YES
270,SAT_173,"Mojave, USA",73.96,820.7,160.7,YES
271,SAT_194,"Columbus, USA",53.13,588.0,414.3,YES
272,SAT_194,"Columbus, USA",85.28,947.2,46.7,YES
273,SAT_194,"Pendergrass, USA",67.53,748.8,232.1,YES
274,SAT_082,"Cordoba, Argentina",73.3,813.3,170.4,YES
275,SAT_082,"Cordoba, Argentina",42.86,473.1,585.7,YES
276,SAT_081,"Cordoba, Argentina",26.1,285.8,1004.3,YES
277,SAT_080,"Cordoba, Argentina",16.22,175.4,1422.3,YES
278,SAT_078,"Cordoba, Argentina",9.54,100.7,1838.0,YES
287,SAT_097,"Pendergrass, USA",6.68,68.8,2068.4,YES
288,SAT_097,"Pendergrass, USA",12.34,132.0,1654.4,YES
289,SAT_097,"Pendergrass, USA",20.12,219.0,1240.9,YES
290,SAT_097,"Pendergrass, USA",32.17,353.6,828.0,YES
291,SAT_097,"Pendergrass, USA",53.37,590.6,416.8,YES
292,SAT_098,"Pendergrass, USA",84.17,934.9,58.6,YES
293,SAT_181,"Cordoba, Argentina",84.85,942.5,52.2,YES
294,SAT_098,"Columbus, USA",73.26,812.9,172.8,YES
295,SAT_076,"Mojave, USA",65.27,723.6,261.8,YES
296,SAT_076,"Mojave, USA",72.87,808.5,176.3,YES
297,SAT_191,"Punta Arenas, Chile",69.09,766.3,223.5,YES
298,SAT_080,"Portland, USA",87.76,975.0,22.5,YES
299,SAT_189,"Ushuaia, Argentina",58.33,646.0,358.4,YES
300,SAT_035,"Tahiti, French Polynesia",56.62,626.9,371.3,YES
301,SAT_036,"Tahiti, French Polynesia",79.41,881.6,107.1,YES
302,SAT_059,"Kapolei, USA",52.8,584.3,422.7,YES
303,SAT_059,"Kapolei, USA",85.79,953.0,42.0,YES
304,SAT_084,"North Pole, USA",81.77,908.0,84.0,YES
305,SAT_087,"Utqiagvik, USA",74.47,826.4,161.3,YES
306,SAT_087,"Utqiagvik, USA",65.8,729.5,259.5,YES
307,SAT_118,"Guildford Pole, UK",83.98,932.7,60.9,YES
308,SAT_143,"Accra, Ghana",70.24,779.1,203.3,YES
309,SAT_117,"Dublin, Ireland",74.31,824.6,161.6,YES
310,SAT_108,"Sodankylä, Finland",83.62,928.7,64.9,YES
311,SAT_166,"Cape Town, South Africa",62.77,695.7,294.4,YES
312,SAT_166,"Cape Town, South Africa",80.83,897.6,93.2,YES
313,SAT_166,"Cape Town, South Africa",49.35,545.7,480.8,YES
314,SAT_073,"Obihiro, Japan",69.32,768.9,215.1,YES
315,SAT_074,"Chitose, Japan",78.19,868.0,119.6,YES
316,SAT_148,"Mwulire, Rwanda",74.1,822.3,161.0,YES
317,SAT_055,"Harmon, Guam",80.52,894.0,94.5,YES
318,SAT_074,"Seoul, South Korea",81.19,901.5,88.4,YES
319,SAT_030,"Alice Springs, Australia",71.48,793.0,190.4,YES
320,SAT_126,"Zallaq, Bahrain",85.14,945.7,48.2,YES
321,SAT_125,"Dubai, UAE",84.0,932.9,59.5,YES
322,SAT_020,"Mingenew, Australia",61.77,684.5,303.6,YES
323,SAT_020,"Mingenew, Australia",36.0,396.4,730.5,YES
324,SAT_125,"Dubai, UAE",22.33,243.7,1134.7,YES
325,SAT_049,Singapore,23.06,251.9,1102.1,YES
326,SAT_049,Singapore,38.6,425.6,661.5,YES
327,SAT_049,Singapore,68.38,758.3,220.9,YES
328,SAT_049,Singapore,68.4,758.6,220.4,YES
329,SAT_048,Singapore,38.55,424.9,660.8,YES
330,SAT_048,Singapore,22.98,250.9,1100.8,YES
331,SAT_048,Singapore,13.74,147.7,1541.5,YES
332,SAT_115,Singapore,8.23,86.1,1923.1,YES
333,SAT_170,Singapore,11.38,121.3,1691.8,YES
334,SAT_159,Singapore,16.52,178.7,1385.6,YES
335,SAT_151,Singapore,25.25,276.3,1013.9,YES
336,SAT_150,Singapore,39.88,439.8,629.5,YES
337,SAT_149,Singapore,66.13,733.2,243.9,YES
338,SAT_149,Singapore,75.61,839.1,142.1,YES
339,SAT_149,Singapore,45.29,500.3,528.1,YES
340,SAT_020,"Dubai, UAE",36.83,405.7,694.9,YES
341,SAT_021,"Dubai, UAE",64.32,713.0,265.1,YES
342,SAT_021,"Dubai, UAE",72.89,808.8,170.7,YES
343,SAT_121,"Mingenew, Australia",77.85,864.2,120.9,YES
344,SAT_121,"Mingenew, Australia",63.66,705.6,275.8,YES
345,SAT_048,"Mwulire, Rwanda",50.2,555.1,448.2,YES
346,SAT_048,"Mwulire, Rwanda",88.96,988.4,10.0,YES
347,SAT_173,"Seoul, South Korea",87.09,967.5,28.3,YES
348,SAT_064,"Pretoria, South Africa",69.03,765.6,213.1,YES
349,SAT_155,"Harmon, Guam",67.05,743.5,232.1,YES
350,SAT_067,"Cape Town, South Africa",81.75,907.8,81.4,YES
351,SAT_172,"Obihiro, Japan",79.95,887.7,98.7,YES
352,SAT_012,"Stockholm, Sweden",85.5,949.7,44.3,YES
353,SAT_016,"Dublin, Ireland",86.92,965.6,30.2,YES
354,SAT_018,"Guildford Pole, UK",76.71,851.4,132.0,YES
355,SAT_015,"Dundee, Scotland",80.05,888.8,98.4,YES
356,SAT_121,"Awarua, New Zeland",84.26,935.8,57.1,YES
357,SAT_121,"Awarua, New Zeland",51.33,567.8,442.8,YES
358,SAT_188,"Utqiagvik, USA",67.71,750.8,230.4,YES
359,SAT_188,"Deadhorse, USA",74.55,827.3,156.0,YES
360,SAT_186,"North Pole, USA",72.59,805.4,176.6,YES
361,SAT_186,"North Pole, USA",67.65,750.2,230.8,YES
362,SAT_084,"Ushuaia, Argentina",42.68,471.1,594.6,YES
363,SAT_084,"Ushuaia, Argentina",73.09,811.0,174.1,YES
364,SAT_084,"Punta Arenas, Chile",83.57,928.1,64.7,YES
