Frame,Satellite,Station,Elevation_deg,Rate_Mbps,Distance_km,Selected
697,SAT_124,"Columbus, USA",42.01,463.6,606.3,YES
698,SAT_124,"Columbus, USA",69.19,767.4,216.7,YES
699,SAT_127,"Pendergrass, USA",74.89,831.2,153.9,YES
700,SAT_178,"Punta Arenas, Chile",82.59,917.2,76.3,YES
701,SAT_089,"Sodankylä, Finland",78.62,872.9,116.5,YES
702,SAT_062,"Dubai, UAE",76.85,853.0,132.6,YES
703,SAT_089,"Stockholm, Sweden",80.46,893.4,97.1,YES
704,SAT_167,"Cordoba, Argentina",64.84,718.8,268.0,YES
705,SAT_090,"Dublin, Ireland",84.04,933.4,60.1,YES
706,SAT_093,"Guildford Pole, UK",86.39,959.7,36.3,YES
707,SAT_093,"Guildford Pole, UK",55.98,619.7,380.4,YES
708,SAT_025,"Pretoria, South Africa",81.39,903.8,86.6,YES
709,SAT_045,"Mwulire, Rwanda",77.56,860.9,124.4,YES
710,SAT_045,"Mwulire, Rwanda",60.39,669.1,316.3,YES
711,SAT_045,"Mwulire, Rwanda",34.5,379.7,756.6,YES
712,SAT_045,"Mwulire, Rwanda",20.75,226.1,1197.1,YES
713,SAT_063,"Accra, Ghana",12.81,137.2,1607.0,YES
714,SAT_063,"Accra, Ghana",21.38,233.1,1169.5,YES
715,SAT_063,"Accra, Ghana",35.43,390.1,732.2,YES
716,SAT_062,"Accra, Ghana",62.05,687.6,294.3,YES
717,SAT_062,"Accra, Ghana",75.55,838.5,144.1,YES
718,SAT_062,"Accra, Ghana",42.54,469.5,582.4,YES
719,SAT_061,"Accra, Ghana",25.2,275.8,1020.5,YES
720,SAT_020,"Accra, Ghana",15.39,166.1,1452.7,YES
721,SAT_161,"Accra, Ghana",23.59,257.8,1076.5,YES
722,SAT_160,"Accra, Ghana",37.18,409.7,687.9,YES
723,SAT_160,"Accra, Ghana",61.46,681.1,299.3,YES
724,SAT_160,"Accra, Ghana",80.83,897.5,89.8,YES
725,SAT_160,"Accra, Ghana",48.41,535.1,478.2,YES
726,SAT_160,"Accra, Ghana",29.89,328.2,867.0,YES
727,SAT_160,"Accra, Ghana",19.09,207.5,1255.8,YES
728,SAT_145,"Mwulire, Rwanda",11.94,127.6,1643.9,YES
729,SAT_145,"Mwulire, Rwanda",19.01,206.6,1257.9,YES
730,SAT_145,"Mwulire, Rwanda",29.64,325.4,871.9,YES
731,SAT_145,"Mwulire, Rwanda",47.8,528.3,485.9,YES
732,SAT_145,"Mwulire, Rwanda",79.67,884.6,100.7,YES
733,SAT_127,"Pretoria, South Africa",84.59,939.5,53.1,YES
734,SAT_190,"Guildford Pole, UK",81.77,908.0,81.3,YES
735,SAT_068,"Cordoba, Argentina",83.96,932.5,59.4,YES
736,SAT_192,"Dundee, Scotland",66.93,742.1,238.2,YES
737,SAT_186,"Stockholm, Sweden",68.75,762.5,217.4,YES
738,SAT_081,"Ushuaia, Argentina",73.29,813.3,170.8,YES
739,SAT_188,"Öjebyn, Sweden",84.52,938.8,54.1,YES
740,SAT_161,"Dubai, UAE",87.04,966.9,28.6,YES
741,SAT_161,"Dubai, UAE",52.31,578.7,417.5,YES
742,SAT_161,"Dubai, UAE",32.01,351.9,806.4,YES
743,SAT_161,"Dubai, UAE",20.41,222.2,1195.2,YES
744,SAT_027,"Mojave, USA",25.77,282.1,995.3,YES
745,SAT_027,"Mojave, USA",43.6,481.4,559.2,YES
746,SAT_027,"Mojave, USA",77.5,860.3,123.1,YES
747,SAT_021,"Portland, USA",81.61,906.2,82.5,YES
748,SAT_004,"Utqiagvik, USA",85.38,948.3,45.8,YES
749,SAT_008,"North Pole, USA",64.28,712.5,269.6,YES
750,SAT_008,"North Pole, USA",37.41,412.2,691.4,YES
751,SAT_148,Singapore,27.89,305.9,924.6,YES
752,SAT_148,Singapore,44.56,492.2,541.0,YES
753,SAT_148,Singapore,73.06,810.6,168.6,YES
754,SAT_059,"Tahiti, French Polynesia",85.49,949.6,44.2,YES
755,SAT_125,"Mingenew, Australia",79.69,884.8,102.6,YES
756,SAT_092,"Awarua, New Zeland",80.85,897.7,92.5,YES
757,SAT_188,"Obihiro, Japan",67.39,747.3,233.6,YES
758,SAT_121,"Alice Springs, Australia",42.53,469.4,589.2,YES
759,SAT_121,"Alice Springs, Australia",70.36,780.5,201.2,YES
760,SAT_105,"Dubbo, Australia",70.89,786.4,196.9,YES
761,SAT_120,"Alice Springs, Australia",42.35,467.5,592.4,YES
762,SAT_173,"Harmon, Guam",41.04,452.8,613.6,YES
763,SAT_174,"Harmon, Guam",68.46,759.2,221.0,YES
764,SAT_174,"Harmon, Guam",72.6,805.5,176.1,YES
765,SAT_175,"Harmon, Guam",43.37,478.8,571.5,YES
766,SAT_175,"Harmon, Guam",27.08,296.8,966.4,YES
767,SAT_177,"Harmon, Guam",17.33,187.8,1361.3,YES
768,SAT_182,"Harmon, Guam",10.72,113.9,1754.3,YES
769,SAT_069,"Harmon, Guam",11.59,123.6,1692.5,YES
770,SAT_074,"Harmon, Guam",19.33,210.2,1268.0,YES
771,SAT_075,"Harmon, Guam",31.5,346.2,839.3,YES
772,SAT_076,"Harmon, Guam",53.57,592.8,410.3,YES
773,SAT_077,"Harmon, Guam",87.43,971.3,25.5,YES
774,SAT_077,"Harmon, Guam",51.1,565.3,447.5,YES
775,SAT_018,"Alice Springs, Australia",36.99,407.6,711.0,YES
776,SAT_018,"Alice Springs, Australia",63.66,705.6,281.9,YES
777,SAT_001,"Dubbo, Australia",88.29,980.9,19.1,YES
778,SAT_200,"Dubbo, Australia",59.6,660.2,336.5,YES
779,SAT_091,"Obihiro, Japan",48.06,531.3,500.2,YES
780,SAT_091,"Obihiro, Japan",81.81,908.5,82.9,YES
781,SAT_023,"Mingenew, Australia",81.23,902.0,89.2,YES
782,SAT_188,"Awarua, New Zeland",71.68,795.2,193.5,YES
783,SAT_132,"Kapolei, USA",77.94,865.3,121.6,YES
784,SAT_158,"Tahiti, French Polynesia",65.34,724.4,261.0,YES
785,SAT_158,"Tahiti, French Polynesia",77.49,860.2,127.1,YES
786,SAT_158,"Tahiti, French Polynesia",47.36,523.4,510.6,YES
787,SAT_158,"Tahiti, French Polynesia",29.83,327.5,895.3,YES
788,SAT_109,"North Pole, USA",39.06,430.6,673.4,YES
789,SAT_109,"North Pole, USA",64.32,713.0,276.6,YES
790,SAT_105,"Utqiagvik, USA",81.28,902.5,89.3,YES
791,SAT_106,"Deadhorse, USA",62.25,689.8,302.8,YES
792,SAT_121,"Portland, USA",76.08,844.5,142.3,YES
793,SAT_127,"Mojave, USA",79.61,883.8,104.9,YES
794,SAT_060,"Dubai, UAE",74.69,828.9,155.6,YES
795,SAT_061,"Zallaq, Bahrain",81.32,902.9,87.0,YES
796,SAT_086,"Sodankylä, Finland",85.71,952.0,43.6,YES
797,SAT_085,"Öjebyn, Sweden",78.15,867.6,121.4,YES
798,SAT_083,"Stockholm, Sweden",88.15,979.3,18.7,YES
799,SAT_083,"Stockholm, Sweden",54.14,599.2,408.3,YES
800,SAT_030,"Pretoria, South Africa",83.34,925.5,67.1,YES
801,SAT_124,"Pendergrass, USA",82.23,913.2,77.8,YES
802,SAT_084,"Guildford Pole, UK",70.02,776.7,207.9,YES
803,SAT_084,"Guildford Pole, UK",40.84,450.6,629.2,YES
804,SAT_174,"Cordoba, Argentina",42.67,471.0,596.5,YES
805,SAT_174,"Cordoba, Argentina",69.91,775.5,209.3,YES
806,SAT_175,"Cordoba, Argentina",70.81,785.5,199.1,YES
807,SAT_052,"Accra, Ghana",59.39,657.9,328.6,YES
808,SAT_052,"Accra, Ghana",77.91,864.9,120.4,YES
809,SAT_052,"Accra, Ghana",44.15,487.6,555.4,YES
810,SAT_052,"Accra, Ghana",26.06,285.4,995.1,YES
811,SAT_052,"Accra, Ghana",15.72,169.9,1435.2,YES
812,SAT_052,"Accra, Ghana",8.83,92.8,1875.6,YES
822,SAT_151,"Accra, Ghana",5.75,58.4,2112.3,YES
823,SAT_152,"Accra, Ghana",10.72,113.9,1726.4,YES
824,SAT_152,"Accra, Ghana",17.3,187.5,1340.2,YES
825,SAT_152,"Accra, Ghana",26.94,295.2,954.1,YES
826,SAT_152,"Accra, Ghana",42.96,474.2,568.5,YES
827,SAT_152,"Accra, Ghana",71.3,791.0,186.5,YES
828,SAT_077,"Cordoba, Argentina",76.88,853.4,131.3,YES
829,SAT_077,"Cordoba, Argentina",43.99,485.8,560.7,YES
830,SAT_022,"Pendergrass, USA",41.94,462.8,589.9,YES
831,SAT_022,"Pendergrass, USA",74.25,823.9,156.5,YES
832,SAT_019,"Columbus, USA",81.35,903.4,84.8,YES
833,SAT_085,"Punta Arenas, Chile",86.57,961.7,34.2,YES
834,SAT_184,"Dundee, Scotland",76.2,845.7,137.7,YES
835,SAT_180,"Dublin, Ireland",83.45,926.8,64.4,YES
836,SAT_131,"Pretoria, South Africa",80.12,889.6,97.3,YES
837,SAT_181,"Stockholm, Sweden",75.52,838.2,144.8,YES
838,SAT_027,"Mojave, USA",79.31,880.5,104.7,YES
839,SAT_185,"Sodankylä, Finland",81.93,909.8,80.0,YES
840,SAT_021,"Portland, USA",67.98,753.8,224.5,YES
841,SAT_161,"Zallaq, Bahrain",56.34,623.8,362.2,YES
842,SAT_161,"Zallaq, Bahrain",87.06,967.1,28.5,YES
843,SAT_010,"North Pole, USA",84.3,936.3,56.3,YES
844,SAT_006,"Utqiagvik, USA",64.08,710.3,272.2,YES
845,SAT_057,"Tahiti, French Polynesia",76.94,854.1,129.0,YES
846,SAT_057,"Tahiti, French Polynesia",59.68,661.1,321.7,YES
847,SAT_034,"Kapolei, USA",81.02,899.6,87.6,YES
848,SAT_034,"Kapolei, USA",56.14,621.6,365.7,YES
849,SAT_081,"Awarua, New Zeland",34.11,375.4,778.1,YES
850,SAT_081,"Awarua, New Zeland",57.64,638.4,356.8,YES
851,SAT_081,"Awarua, New Zeland",80.29,891.5,97.8,YES
852,SAT_081,"Awarua, New Zeland",47.7,527.2,502.9,YES
853,SAT_002,"Obihiro, Japan",65.62,727.5,237.8,YES
854,SAT_200,"Chitose, Japan",76.99,854.6,130.4,YES
855,SAT_192,"Seoul, South Korea",74.48,826.5,156.5,YES
856,SAT_084,"Dubbo, Australia",80.88,898.0,91.6,YES
857,SAT_148,Singapore,76.93,854.0,129.5,YES
858,SAT_148,Singapore,65.11,721.9,257.3,YES
859,SAT_096,"Alice Springs, Australia",78.08,866.7,120.3,YES
860,SAT_019,"Harmon, Guam",64.49,714.8,266.4,YES
861,SAT_019,"Harmon, Guam",73.55,816.1,165.9,YES
862,SAT_018,"Harmon, Guam",41.95,463.0,598.0,YES
863,SAT_017,"Harmon, Guam",25.25,276.3,1028.2,YES
864,SAT_015,"Harmon, Guam",15.54,167.8,1455.2,YES
865,SAT_009,"Harmon, Guam",9.09,95.7,1871.7,YES
866,SAT_133,"Harmon, Guam",8.99,94.6,1872.6,YES
867,SAT_127,"Harmon, Guam",14.75,159.0,1498.7,YES
868,SAT_125,"Harmon, Guam",23.03,251.6,1111.7,YES
869,SAT_124,"Harmon, Guam",36.21,398.8,721.1,YES
870,SAT_123,"Harmon, Guam",59.48,658.9,330.0,YES
871,SAT_123,"Harmon, Guam",83.55,927.9,64.3,YES
872,SAT_191,"Alice Springs, Australia",86.33,959.0,37.0,YES
873,SAT_048,Singapore,62.26,690.0,295.0,YES
874,SAT_010,"Mingenew, Australia",84.11,934.1,59.7,YES
875,SAT_181,"Dubbo, Australia",68.69,761.8,224.6,YES
876,SAT_095,"Seoul, South Korea",79.98,888.0,101.6,YES
877,SAT_104,"Chitose, Japan",66.82,740.9,244.9,YES
878,SAT_106,"Obihiro, Japan",75.63,839.4,147.4,YES
879,SAT_106,"Obihiro, Japan",45.73,505.2,541.6,YES
880,SAT_179,"Awarua, New Zeland",46.32,511.8,537.6,YES
881,SAT_179,"Awarua, New Zeland",75.82,841.6,147.6,YES
882,SAT_179,"Awarua, New Zeland",66.03,732.1,258.6,YES
883,SAT_179,"Awarua, New Zeland",40.47,446.4,650.9,YES
884,SAT_061,"Dubai, UAE",49.17,543.7,478.4,YES
885,SAT_061,"Dubai, UAE",85.75,952.5,42.5,YES
886,SAT_134,"Paumalu, USA",82.48,916.0,75.2,YES
887,SAT_061,"Zallaq, Bahrain",58.87,652.1,339.7,YES
888,SAT_156,"Tahiti, French Polynesia",76.64,850.6,135.9,YES
889,SAT_107,"Utqiagvik, USA",84.13,934.4,59.8,YES
890,SAT_108,"Deadhorse, USA",72.56,805.1,181.9,YES
891,SAT_084,"Sodankylä, Finland",81.6,906.1,85.7,YES
892,SAT_080,"Stockholm, Sweden",82.29,913.8,78.3,YES
893,SAT_027,"Cape Town, South Africa",75.22,834.8,152.3,YES
894,SAT_078,"Dublin, Ireland",87.66,973.9,23.6,YES
895,SAT_081,"Dundee, Scotland",81.51,905.1,86.1,YES
896,SAT_125,"Mojave, USA",83.89,931.7,61.1,YES
897,SAT_125,"Mojave, USA",51.96,574.8,435.4,YES
898,SAT_050,"Accra, Ghana",63.65,705.4,277.9,YES
899,SAT_050,"Accra, Ghana",71.46,792.8,189.0,YES
900,SAT_191,"Punta Arenas, Chile",76.7,851.3,138.1,YES
901,SAT_112,"Columbus, USA",61.05,676.5,312.5,YES
902,SAT_111,"Columbus, USA",78.79,874.7,113.1,YES
903,SAT_115,"Pendergrass, USA",82.86,920.2,71.3,YES
904,SAT_114,"Pendergrass, USA",52.09,576.4,431.8,YES
905,SAT_191,"Cordoba, Argentina",62.73,695.2,294.0,YES
906,SAT_192,"Cordoba, Argentina",77.91,864.9,122.9,YES
907,SAT_192,"Cordoba, Argentina",46.55,514.4,523.4,YES
908,SAT_192,"Cordoba, Argentina",28.47,312.3,932.2,YES
909,SAT_193,"Cordoba, Argentina",17.87,193.9,1341.7,YES
910,SAT_001,"Cordoba, Argentina",11.02,117.3,1727.9,YES
911,SAT_001,"Cordoba, Argentina",6.18,63.2,2082.1,YES
918,SAT_094,"Cordoba, Argentina",7.8,81.3,1961.3,YES
919,SAT_094,"Cordoba, Argentina",13.89,149.3,1544.5,YES
920,SAT_094,"Cordoba, Argentina",22.5,245.6,1128.7,YES
921,SAT_095,"Cordoba, Argentina",36.47,401.7,712.9,YES
922,SAT_095,"Cordoba, Argentina",62.05,687.7,296.9,YES
923,SAT_095,"Cordoba, Argentina",77.96,865.4,120.8,YES
924,SAT_012,"Pendergrass, USA",61.16,677.6,304.0,YES
925,SAT_012,"Pendergrass, USA",77.51,860.4,123.6,YES
926,SAT_009,"Columbus, USA",87.24,969.1,27.0,YES
927,SAT_009,"Columbus, USA",51.02,564.3,441.5,YES
928,SAT_094,"Punta Arenas, Chile",65.92,730.8,253.5,YES
929,SAT_096,"Ushuaia, Argentina",82.19,912.7,78.6,YES
930,SAT_024,"Mojave, USA",73.18,812.1,167.4,YES
931,SAT_150,"Accra, Ghana",76.46,848.6,132.7,YES
932,SAT_019,"Portland, USA",74.68,828.8,152.5,YES
933,SAT_019,"Portland, USA",62.78,695.8,284.2,YES
934,SAT_176,"Guildford Pole, UK",77.12,856.0,127.8,YES
935,SAT_180,"Dundee, Scotland",66.25,734.6,245.2,YES
936,SAT_177,"Dublin, Ireland",83.01,921.9,68.7,YES
937,SAT_128,"Cape Town, South Africa",85.38,948.4,45.4,YES
938,SAT_183,"Öjebyn, Sweden",80.02,888.5,99.1,YES
939,SAT_184,"Sodankylä, Finland",82.64,917.7,72.9,YES
940,SAT_146,"Mwulire, Rwanda",79.15,878.8,105.9,YES
941,SAT_146,"Mwulire, Rwanda",57.31,634.6,349.3,YES
942,SAT_146,"Mwulire, Rwanda",35.16,387.1,728.7,YES
943,SAT_075,"Awarua, New Zeland",43.33,478.4,577.6,YES
944,SAT_075,"Awarua, New Zeland",74.47,826.4,157.9,YES
945,SAT_163,"Zallaq, Bahrain",84.76,941.4,51.0,YES
946,SAT_163,"Dubai, UAE",73.74,818.2,161.8,YES
947,SAT_163,"Dubai, UAE",67.62,749.8,227.7,YES
948,SAT_013,"Obihiro, Japan",61.09,676.9,307.1,YES
949,SAT_013,"Chitose, Japan",83.64,928.9,62.7,YES
950,SAT_072,"Dubbo, Australia",70.35,780.4,201.3,YES
951,SAT_008,"Seoul, South Korea",60.85,674.2,310.8,YES
952,SAT_008,"Seoul, South Korea",78.55,872.0,114.1,YES
953,SAT_073,"Alice Springs, Australia",67.92,753.2,228.3,YES
954,SAT_073,"Alice Springs, Australia",70.11,777.7,203.9,YES
955,SAT_091,"Mingenew, Australia",81.51,905.2,85.1,YES
956,SAT_091,"Mingenew, Australia",48.12,531.9,495.0,YES
957,SAT_090,"Mingenew, Australia",29.01,318.4,913.2,YES
958,SAT_153,Singapore,19.26,209.4,1259.6,YES
959,SAT_154,Singapore,29.92,328.5,875.4,YES
960,SAT_155,Singapore,47.86,529.0,492.6,YES
961,SAT_158,Singapore,78.14,867.5,118.2,YES
962,SAT_175,Singapore,71.51,793.3,188.7,YES
963,SAT_054,Singapore,79.91,887.2,100.3,YES
964,SAT_064,Singapore,60.93,675.1,310.6,YES
965,SAT_074,Singapore,36.36,400.5,717.9,YES
966,SAT_079,Singapore,22.61,246.8,1131.7,YES
967,SAT_082,Singapore,13.99,150.5,1550.1,YES
968,SAT_186,"Mingenew, Australia",21.52,234.6,1186.0,YES
969,SAT_186,"Mingenew, Australia",34.13,375.6,781.7,YES
970,SAT_186,"Mingenew, Australia",56.3,623.4,378.1,YES
971,SAT_186,"Mingenew, Australia",86.38,959.6,36.6,YES
972,SAT_169,"Alice Springs, Australia",72.71,806.8,178.2,YES
973,SAT_169,"Alice Springs, Australia",68.53,760.0,225.1,YES
974,SAT_136,"Harmon, Guam",79.58,883.6,104.5,YES
975,SAT_112,"Seoul, South Korea",63.2,700.5,287.5,YES
976,SAT_064,"Dubai, UAE",62.66,694.5,291.8,YES
977,SAT_169,"Dubbo, Australia",81.17,901.3,89.9,YES
978,SAT_064,"Zallaq, Bahrain",82.0,910.6,80.3,YES
979,SAT_064,"Zallaq, Bahrain",47.11,520.6,512.6,YES
980,SAT_045,"Mwulire, Rwanda",35.14,386.9,749.6,YES
981,SAT_045,"Mwulire, Rwanda",60.48,670.1,318.6,YES
982,SAT_045,"Mwulire, Rwanda",73.76,818.5,165.6,YES
983,SAT_032,"Pretoria, South Africa",83.96,932.5,61.0,YES
984,SAT_032,"Pretoria, South Africa",48.48,535.9,494.2,YES
985,SAT_028,"Cape Town, South Africa",81.71,907.3,84.4,YES
986,SAT_083,"Öjebyn, Sweden",84.81,942.0,52.8,YES
987,SAT_076,"Dublin, Ireland",74.95,831.7,154.9,YES
988,SAT_107,"Utqiagvik, USA",83.62,928.7,65.0,YES
989,SAT_107,"Deadhorse, USA",88.21,980.0,18.1,YES
990,SAT_134,"Paumalu, USA",72.49,804.3,179.0,YES
991,SAT_157,"Tahiti, French Polynesia",57.18,633.2,362.7,YES
992,SAT_157,"Tahiti, French Polynesia",87.29,969.7,27.1,YES
993,SAT_157,"Tahiti, French Polynesia",53.88,596.3,407.9,YES
994,SAT_115,"Portland, USA",42.18,465.5,604.1,YES
995,SAT_115,"Portland, USA",69.91,775.4,208.9,YES
996,SAT_115,"Portland, USA",71.51,793.3,190.8,YES
997,SAT_002,"Ushuaia, Argentina",81.05,900.0,99.2,YES
998,SAT_119,"Mojave, USA",85.29,947.4,46.9,YES
999,SAT_118,"Mojave, USA",55.93,619.3,377.8,YES
1000,SAT_097,"Columbus, USA",64.08,710.3,275.5,YES
1001,SAT_097,"Columbus, USA",76.45,848.6,137.4,YES
1002,SAT_097,"Pendergrass, USA",79.98,888.0,100.6,YES
1003,SAT_097,"Pendergrass, USA",60.3,668.0,320.2,YES
1004,SAT_097,"Pendergrass, USA",35.71,393.3,733.2,YES
1005,SAT_097,"Pendergrass, USA",22.13,241.5,1147.3,YES
1006,SAT_097,"Pendergrass, USA",13.66,146.8,1561.8,YES
1007,SAT_096,"Pendergrass, USA",7.66,79.7,1976.2,YES
1016,SAT_194,"Pendergrass, USA",8.19,85.7,1923.0,YES
1017,SAT_194,"Pendergrass, USA",14.34,154.4,1509.6,YES
1018,SAT_194,"Pendergrass, USA",23.13,252.6,1096.7,YES
1019,SAT_194,"Pendergrass, USA",37.46,412.8,684.6,YES
1020,SAT_193,"Pendergrass, USA",63.57,704.6,275.6,YES
1021,SAT_193,"Pendergrass, USA",75.34,836.1,146.2,YES
1022,SAT_193,"Columbus, USA",79.71,884.9,101.7,YES
1023,SAT_017,"Mojave, USA",77.76,863.2,120.8,YES
1024,SAT_017,"Mojave, USA",60.39,669.1,313.0,YES
1025,SAT_013,"Portland, USA",54.46,602.8,391.4,YES
1026,SAT_013,"Portland, USA",85.98,955.1,39.3,YES
1027,SAT_105,"Ushuaia, Argentina",81.17,901.3,88.9,YES
1028,SAT_058,"Tahiti, French Polynesia",68.98,765.0,212.6,YES
1029,SAT_034,"Paumalu, USA",60.12,666.0,313.4,YES
1030,SAT_034,"Paumalu, USA",77.01,854.9,127.2,YES
1031,SAT_009,"North Pole, USA",53.34,590.3,409.7,YES
1032,SAT_009,"North Pole, USA",84.92,943.3,50.0,YES
1033,SAT_006,"Deadhorse, USA",81.25,902.2,86.8,YES
1034,SAT_006,"Utqiagvik, USA",71.98,798.6,183.0,YES
1035,SAT_178,"Dundee, Scotland",83.54,927.8,63.5,YES
1036,SAT_175,"Guildford Pole, UK",70.42,781.1,198.3,YES
1037,SAT_176,"Dublin, Ireland",80.25,891.0,96.3,YES
1038,SAT_184,"Öjebyn, Sweden",84.78,941.7,51.5,YES
1039,SAT_186,"Sodankylä, Finland",66.36,735.8,245.5,YES
1040,SAT_127,"Cape Town, South Africa",81.34,903.2,85.8,YES
1041,SAT_067,"Dubbo, Australia",60.65,672.0,313.2,YES
1042,SAT_020,"Obihiro, Japan",84.2,935.2,56.9,YES
1043,SAT_038,"Harmon, Guam",71.89,797.6,180.6,YES
1044,SAT_145,"Mwulire, Rwanda",84.24,935.7,56.0,YES
1045,SAT_019,"Seoul, South Korea",74.41,825.8,156.0,YES
1046,SAT_064,"Alice Springs, Australia",67.32,746.5,233.4,YES
1047,SAT_169,"Zallaq, Bahrain",54.55,603.8,390.1,YES
1048,SAT_169,"Zallaq, Bahrain",84.28,936.1,56.0,YES
1049,SAT_171,"Dubai, UAE",80.27,891.3,96.0,YES
1050,SAT_171,"Dubai, UAE",61.73,684.1,298.1,YES
1051,SAT_172,"Dubai, UAE",37.46,412.8,686.2,YES
1052,SAT_044,Singapore,30.69,337.1,850.0,YES
1053,SAT_044,Singapore,53.22,589.0,409.2,YES
1054,SAT_044,Singapore,86.5,960.8,34.3,YES
1055,SAT_044,Singapore,49.03,542.1,472.7,YES
1056,SAT_044,Singapore,28.62,314.0,913.3,YES
1057,SAT_041,Singapore,17.37,188.3,1352.0,YES
1058,SAT_029,Singapore,10.5,111.5,1761.6,YES
1059,SAT_018,Singapore,6.3,64.5,2091.1,YES
1060,SAT_146,Singapore,6.92,71.4,2033.4,YES
1061,SAT_146,Singapore,12.2,130.4,1649.4,YES
1062,SAT_145,Singapore,19.3,209.8,1265.0,YES
1063,SAT_145,Singapore,29.92,328.5,880.6,YES
1064,SAT_145,Singapore,47.81,528.5,496.3,YES
1065,SAT_145,Singapore,78.72,874.0,112.8,YES
1066,SAT_145,Singapore,64.06,710.1,273.1,YES
1067,SAT_145,Singapore,39.13,431.5,657.1,YES
1068,SAT_072,"Dubai, UAE",53.38,590.8,414.3,YES
1069,SAT_072,"Dubai, UAE",85.92,954.4,40.7,YES
1070,SAT_071,"Zallaq, Bahrain",86.44,960.2,35.6,YES
1071,SAT_170,"Mingenew, Australia",69.17,767.2,218.4,YES
1072,SAT_170,"Mingenew, Australia",72.55,805.0,181.0,YES
1073,SAT_045,"Mwulire, Rwanda",68.22,756.6,226.1,YES
1074,SAT_029,"Pretoria, South Africa",70.14,778.1,207.1,YES
1075,SAT_162,"Alice Springs, Australia",86.27,958.4,37.5,YES
1076,SAT_121,"Seoul, South Korea",61.6,682.6,306.9,YES
1077,SAT_026,"Cape Town, South Africa",84.27,935.9,58.2,YES
1078,SAT_139,"Harmon, Guam",66.68,739.3,243.7,YES
1079,SAT_122,"Obihiro, Japan",83.88,931.6,61.7,YES
1080,SAT_081,"Stockholm, Sweden",82.42,915.3,77.1,YES
1081,SAT_077,"Dublin, Ireland",77.32,858.3,129.8,YES
1082,SAT_075,"Guildford Pole, UK",82.77,919.2,73.2,YES
1083,SAT_078,"Dundee, Scotland",72.13,800.3,185.7,YES
1084,SAT_172,"Awarua, New Zeland",78.44,870.8,119.3,YES
1085,SAT_173,"Awarua, New Zeland",61.54,682.0,313.0,YES
1086,SAT_105,"Utqiagvik, USA",48.07,531.4,505.3,YES
1087,SAT_105,"Utqiagvik, USA",79.95,887.6,103.0,YES
1088,SAT_104,"Deadhorse, USA",81.81,908.5,83.6,YES
1089,SAT_106,"North Pole, USA",80.05,888.8,101.6,YES
1090,SAT_106,"North Pole, USA",57.84,640.5,358.1,YES
1091,SAT_010,"Ushuaia, Argentina",68.42,758.8,230.7,YES
1092,SAT_009,"Punta Arenas, Chile",80.51,893.9,97.9,YES
1093,SAT_132,"Kapolei, USA",87.35,970.4,26.2,YES
1094,SAT_023,"Cordoba, Argentina",64.51,715.1,272.0,YES
1095,SAT_022,"Cordoba, Argentina",72.64,806.0,179.2,YES
1096,SAT_083,"Columbus, USA",80.02,888.5,100.5,YES
1097,SAT_080,"Pendergrass, USA",69.04,765.7,217.0,YES
1098,SAT_081,"Pendergrass, USA",68.37,758.3,224.3,YES
1099,SAT_105,"Mojave, USA",76.59,850.1,135.5,YES
1100,SAT_104,"Mojave, USA",45.44,502.0,538.3,YES
1101,SAT_104,"Mojave, USA",27.98,306.9,941.4,YES
1102,SAT_104,"Mojave, USA",17.62,191.1,1347.6,YES
1103,SAT_103,"Mojave, USA",10.69,113.6,1752.4,YES
1104,SAT_103,"Mojave, USA",5.48,55.3,2158.8,YES
1113,SAT_005,"Mojave, USA",5.67,57.5,2129.6,YES
1114,SAT_004,"Mojave, USA",11.07,117.9,1713.1,YES
1115,SAT_003,"Mojave, USA",18.43,200.1,1295.8,YES
1116,SAT_003,"Mojave, USA",29.72,326.3,878.0,YES
1117,SAT_003,"Mojave, USA",49.38,546.0,466.3,YES
1118,SAT_003,"Mojave, USA",76.56,849.8,133.5,YES
1119,SAT_061,"Tahiti, French Polynesia",83.34,925.6,65.1,YES
1120,SAT_176,"Pendergrass, USA",84.35,936.9,55.2,YES
1121,SAT_031,"Kapolei, USA",81.75,907.7,80.3,YES
1122,SAT_179,"Columbus, USA",63.85,707.8,271.8,YES
1123,SAT_125,"Cordoba, Argentina",84.86,942.5,50.6,YES
1124,SAT_125,"Cordoba, Argentina",55.9,618.8,373.8,YES
1125,SAT_112,"Punta Arenas, Chile",68.48,759.4,223.6,YES
1126,SAT_112,"Ushuaia, Argentina",78.57,872.2,115.4,YES
1127,SAT_005,"North Pole, USA",84.42,937.6,55.1,YES
1128,SAT_003,"Deadhorse, USA",75.15,834.0,149.3,YES
1129,SAT_004,"Utqiagvik, USA",86.8,964.2,31.6,YES
1130,SAT_073,"Awarua, New Zeland",84.35,936.9,56.1,YES
1131,SAT_073,"Awarua, New Zeland",50.97,563.8,448.2,YES
1132,SAT_064,"Dubbo, Australia",39.1,431.1,651.2,YES
1133,SAT_065,"Dubbo, Australia",67.36,747.0,232.8,YES
1134,SAT_039,"Harmon, Guam",71.85,797.2,180.4,YES
1135,SAT_022,"Chitose, Japan",76.79,852.3,130.9,YES
1136,SAT_179,"Dundee, Scotland",85.37,948.2,45.6,YES
1137,SAT_061,"Alice Springs, Australia",81.6,906.1,82.7,YES
