Frame,Satellite,Station,Elevation_deg,Rate_Mbps,Distance_km,Aggregated_Rate_Mbps,Simultaneous_Count
400,SAT_182,"Ushuaia, Argentina",30.02,329.6,912.6,2636.7,6
400,SAT_020,"Awarua, New Zeland",24.48,267.7,1086.9,2636.7,6
400,SAT_168,"Cordoba, Argentina",7.67,79.8,2011.3,2636.7,6
401,SAT_089,"Utqiagvik, USA",78.45,870.9,118.9,2039.4,5
401,SAT_020,"Awarua, New Zeland",39.83,439.3,661.8,2039.4,5
401,SAT_093,"Deadhorse, USA",36.75,404.9,727.3,2039.4,5
401,SAT_182,"Ushuaia, Argentina",19.38,210.8,1308.7,2039.4,5
401,SAT_080,"North Pole, USA",10.69,113.6,1782.0,2039.4,5
402,SAT_020,"Awarua, New Zeland",66.89,741.7,247.9,1714.9,7
402,SAT_089,"Utqiagvik, USA",46.6,515.0,530.9,1714.9,7
402,SAT_097,"Deadhorse, USA",13.49,144.9,1608.5,1714.9,7
402,SAT_181,"Ushuaia, Argentina",12.24,130.9,1701.9,1714.9,7
402,SAT_031,"Dubbo, Australia",7.16,74.1,2043.7,1714.9,7
402,SAT_114,"Dundee, Scotland",5.73,58.2,2169.3,1714.9,7
402,SAT_071,"Obihiro, Japan",5.0,50.0,2224.8,1714.9,7
403,SAT_021,"Awarua, New Zeland",69.68,772.9,215.2,1598.7,7
403,SAT_089,"Utqiagvik, USA",28.55,313.2,946.2,1598.7,7
403,SAT_029,"Dubbo, Australia",14.51,156.3,1537.4,1598.7,7
403,SAT_114,"Dundee, Scotland",10.79,114.7,1774.6,1598.7,7
403,SAT_071,"Obihiro, Japan",10.38,110.1,1794.3,1598.7,7
403,SAT_181,"Ushuaia, Argentina",6.91,71.3,2095.8,1598.7,7
403,SAT_055,"Harmon, Guam",5.91,60.2,2131.2,1598.7,7
404,SAT_021,"Awarua, New Zeland",41.44,457.2,628.4,1664.6,9
404,SAT_028,"Dubbo, Australia",23.87,260.9,1100.5,1664.6,9
404,SAT_089,"Utqiagvik, USA",17.95,194.8,1361.8,1664.6,9
404,SAT_071,"Obihiro, Japan",17.61,191.0,1364.1,1664.6,9
404,SAT_114,"Dundee, Scotland",17.45,189.1,1380.3,1664.6,9
404,SAT_054,"Harmon, Guam",11.68,124.7,1692.6,1664.6,9
404,SAT_121,"Guildford Pole, UK",8.54,89.5,1931.1,1664.6,9
404,SAT_105,"Sodankylä, Finland",7.59,78.9,2021.4,1664.6,9
404,SAT_106,"Öjebyn, Sweden",7.55,78.6,2023.2,1664.6,9
405,SAT_029,"Dubbo, Australia",39.03,430.3,671.3,2098.5,9
405,SAT_071,"Obihiro, Japan",28.55,313.2,934.5,2098.5,9
405,SAT_114,"Dundee, Scotland",27.11,297.1,986.5,2098.5,9
405,SAT_021,"Awarua, New Zeland",25.38,277.8,1053.6,2098.5,9
405,SAT_054,"Harmon, Guam",19.71,214.4,1254.0,2098.5,9
405,SAT_120,"Guildford Pole, UK",15.4,166.2,1482.3,2098.5,9
405,SAT_105,"Sodankylä, Finland",13.27,142.4,1619.3,2098.5,9
405,SAT_107,"Öjebyn, Sweden",13.21,141.7,1622.1,2098.5,9
405,SAT_089,"Utqiagvik, USA",10.85,115.4,1777.4,2098.5,9
406,SAT_029,"Dubbo, Australia",67.11,744.1,242.3,3250.9,11
406,SAT_071,"Obihiro, Japan",47.58,525.9,507.4,3250.9,11
406,SAT_114,"Dundee, Scotland",42.88,473.3,594.4,3250.9,11
406,SAT_054,"Harmon, Guam",32.44,356.7,815.4,3250.9,11
406,SAT_119,"Guildford Pole, UK",25.56,279.8,1034.5,3250.9,11
406,SAT_105,"Sodankylä, Finland",21.08,229.7,1217.1,3250.9,11
406,SAT_107,"Öjebyn, Sweden",20.95,228.2,1221.7,3250.9,11
406,SAT_021,"Awarua, New Zeland",15.72,169.8,1480.7,3250.9,11
406,SAT_079,"Chitose, Japan",11.57,123.4,1720.1,3250.9,11
406,SAT_143,"Accra, Ghana",6.24,63.8,2101.5,3250.9,11
406,SAT_089,"Utqiagvik, USA",5.54,56.1,2193.1,3250.9,11
407,SAT_071,"Obihiro, Japan",78.74,874.2,114.2,5131.1,11
407,SAT_029,"Dubbo, Australia",70.09,777.4,208.2,5131.1,11
407,SAT_114,"Dundee, Scotland",69.57,771.7,214.1,5131.1,11
407,SAT_054,"Harmon, Guam",55.91,618.9,377.6,5131.1,11
407,SAT_073,"Chitose, Japan",49.12,543.1,482.7,5131.1,11
407,SAT_118,"Guildford Pole, UK",43.06,475.4,588.8,5131.1,11
407,SAT_105,"Sodankylä, Finland",33.1,364.1,814.7,5131.1,11
407,SAT_107,"Öjebyn, Sweden",32.82,360.9,821.5,5131.1,11
407,SAT_037,"Alice Springs, Australia",12.6,134.9,1640.6,5131.1,11
407,SAT_143,"Accra, Ghana",11.29,120.3,1717.4,5131.1,11
407,SAT_019,"Awarua, New Zeland",8.6,90.2,1947.9,5131.1,11
408,SAT_054,"Harmon, Guam",82.52,916.4,74.6,6122.7,11
408,SAT_117,"Guildford Pole, UK",74.82,830.4,155.9,6122.7,11
408,SAT_115,"Dundee, Scotland",68.99,765.2,220.4,6122.7,11
408,SAT_071,"Chitose, Japan",68.57,760.5,223.8,6122.7,11
408,SAT_105,"Sodankylä, Finland",54.04,598.1,412.3,6122.7,11
408,SAT_107,"Öjebyn, Sweden",53.29,589.7,422.7,6122.7,11
408,SAT_029,"Dubbo, Australia",40.67,448.7,636.1,6122.7,11
408,SAT_110,"Stockholm, Sweden",36.36,400.5,731.9,6122.7,11
408,SAT_033,"Alice Springs, Australia",28.27,310.1,942.7,6122.7,11
408,SAT_066,"Obihiro, Japan",28.09,308.1,943.9,6122.7,11
408,SAT_143,"Accra, Ghana",17.97,195.0,1333.3,6122.7,11
409,SAT_105,"Sodankylä, Finland",88.63,984.7,13.9,6590.9,12
409,SAT_107,"Öjebyn, Sweden",83.47,927.0,66.3,6590.9,12
409,SAT_115,"Dublin, Ireland",69.16,767.1,218.2,6590.9,12
409,SAT_117,"Guildford Pole, UK",67.38,747.2,238.2,6590.9,12
409,SAT_110,"Stockholm, Sweden",59.72,661.5,333.2,6590.9,12
409,SAT_033,"Alice Springs, Australia",47.53,525.4,507.7,6590.9,12
409,SAT_054,"Harmon, Guam",47.44,524.4,503.9,6590.9,12
409,SAT_071,"Chitose, Japan",39.74,438.2,651.2,6590.9,12
409,SAT_068,"Seoul, South Korea",34.58,380.6,765.5,6590.9,12
409,SAT_143,"Accra, Ghana",27.74,304.2,949.3,6590.9,12
409,SAT_027,"Dubbo, Australia",22.85,249.5,1138.1,6590.9,12
409,SAT_171,"Cape Town, South Africa",7.79,81.2,2003.3,6590.9,12
410,SAT_110,"Stockholm, Sweden",83.4,926.3,66.8,6031.8,11
410,SAT_033,"Alice Springs, Australia",81.47,904.7,85.9,6031.8,11
410,SAT_115,"Dublin, Ireland",70.76,785.0,200.1,6031.8,11
410,SAT_069,"Seoul, South Korea",63.15,699.9,286.5,6031.8,11
410,SAT_107,"Öjebyn, Sweden",55.48,614.2,390.4,6031.8,11
410,SAT_105,"Sodankylä, Finland",55.27,611.9,393.7,6031.8,11
410,SAT_143,"Accra, Ghana",43.86,484.3,565.4,6031.8,11
410,SAT_118,"Guildford Pole, UK",39.8,438.9,651.4,6031.8,11
410,SAT_054,"Harmon, Guam",27.96,306.6,942.2,6031.8,11
410,SAT_170,"Cape Town, South Africa",13.31,142.8,1613.0,6031.8,11
410,SAT_023,"Mingenew, Australia",11.02,117.3,1761.7,6031.8,11
411,SAT_069,"Seoul, South Korea",74.69,828.9,156.0,4880.6,11
411,SAT_143,"Accra, Ghana",72.02,799.1,183.3,4880.6,11
411,SAT_033,"Alice Springs, Australia",56.59,626.6,371.2,4880.6,11
411,SAT_110,"Stockholm, Sweden",50.31,556.4,465.5,4880.6,11
411,SAT_115,"Dublin, Ireland",43.04,475.2,588.1,4880.6,11
411,SAT_105,"Sodankylä, Finland",33.65,370.2,796.8,4880.6,11
411,SAT_106,"Öjebyn, Sweden",33.56,369.2,798.9,4880.6,11
411,SAT_170,"Cape Town, South Africa",20.83,226.9,1223.4,4880.6,11
411,SAT_026,"Mingenew, Australia",20.74,225.9,1224.0,4880.6,11
411,SAT_121,"Guildford Pole, UK",20.06,218.3,1245.2,4880.6,11
411,SAT_054,"Harmon, Guam",16.98,183.9,1381.0,4880.6,11
412,SAT_143,"Accra, Ghana",69.82,774.5,207.2,3425.2,10
412,SAT_069,"Seoul, South Korea",43.03,475.1,583.9,3425.2,10
412,SAT_027,"Mingenew, Australia",33.92,373.2,787.0,3425.2,10
412,SAT_033,"Alice Springs, Australia",33.0,362.9,805.8,3425.2,10
412,SAT_170,"Cape Town, South Africa",32.25,354.5,833.6,3425.2,10
412,SAT_110,"Stockholm, Sweden",30.99,340.4,865.0,3425.2,10
412,SAT_115,"Dublin, Ireland",27.02,296.1,982.7,3425.2,10
412,SAT_105,"Sodankylä, Finland",21.3,232.1,1200.3,3425.2,10
412,SAT_123,"Guildford Pole, UK",10.65,113.1,1767.1,3425.2,10
412,SAT_054,"Harmon, Guam",9.76,103.2,1820.1,3425.2,10
413,SAT_027,"Mingenew, Australia",57.98,642.1,354.0,2714.9,8
413,SAT_170,"Cape Town, South Africa",51.75,572.5,443.8,2714.9,8
413,SAT_143,"Accra, Ghana",42.48,468.9,589.8,2714.9,8
413,SAT_069,"Seoul, South Korea",25.82,282.7,1016.0,2714.9,8
413,SAT_110,"Stockholm, Sweden",19.72,214.5,1264.9,2714.9,8
413,SAT_035,"Alice Springs, Australia",18.93,205.7,1292.7,2714.9,8
413,SAT_115,"Dublin, Ireland",17.28,187.2,1378.4,2714.9,8
413,SAT_104,"Sodankylä, Finland",13.16,141.2,1614.5,2714.9,8
414,SAT_170,"Cape Town, South Africa",84.35,936.9,57.1,2851.2,10
414,SAT_027,"Mingenew, Australia",81.46,904.6,86.2,2851.2,10
414,SAT_143,"Accra, Ghana",26.88,294.6,973.9,2851.2,10
414,SAT_069,"Seoul, South Korea",15.77,170.4,1448.7,2851.2,10
414,SAT_110,"Stockholm, Sweden",12.28,131.3,1665.1,2851.2,10
414,SAT_115,"Dublin, Ireland",10.59,112.4,1774.7,2851.2,10
414,SAT_048,Singapore,8.61,90.4,1903.5,2851.2,10
414,SAT_039,"Alice Springs, Australia",7.59,79.0,1988.6,2851.2,10
414,SAT_103,"Sodankylä, Finland",7.18,74.3,2039.4,2851.2,10
414,SAT_157,"Pretoria, South Africa",5.65,57.3,2154.0,2851.2,10
415,SAT_170,"Cape Town, South Africa",59.19,655.7,338.2,2039.6,9
415,SAT_027,"Mingenew, Australia",47.01,519.5,516.0,2039.6,9
415,SAT_163,"Pretoria, South Africa",21.39,233.2,1186.1,2039.6,9
415,SAT_143,"Accra, Ghana",17.36,188.1,1358.3,2039.6,9
415,SAT_048,Singapore,15.36,165.8,1463.5,2039.6,9
415,SAT_069,"Seoul, South Korea",8.98,94.5,1881.7,2039.6,9
415,SAT_110,"Stockholm, Sweden",6.79,70.0,2065.6,2039.6,9
415,SAT_153,"Mwulire, Rwanda",5.63,57.0,2150.9,2039.6,9
415,SAT_115,"Dublin, Ireland",5.51,55.8,2171.4,2039.6,9
416,SAT_168,"Pretoria, South Africa",47.66,526.8,505.1,1734.3,7
416,SAT_028,"Mingenew, Australia",28.03,307.4,946.7,1734.3,7
416,SAT_174,"Cape Town, South Africa",27.72,304.0,963.0,1734.3,7
416,SAT_048,Singapore,25.37,277.7,1023.5,1734.3,7
416,SAT_149,"Mwulire, Rwanda",11.7,124.8,1684.3,1734.3,7
416,SAT_143,"Accra, Ghana",10.8,114.8,1742.8,1734.3,7
416,SAT_110,"Zallaq, Bahrain",7.58,78.9,1998.4,1734.3,7
417,SAT_168,"Pretoria, South Africa",78.6,872.6,115.3,1947.0,6
417,SAT_048,Singapore,42.71,471.5,583.7,1947.0,6
417,SAT_149,"Mwulire, Rwanda",18.55,201.4,1300.0,1947.0,6
417,SAT_028,"Mingenew, Australia",17.18,186.2,1378.2,1947.0,6
417,SAT_110,"Zallaq, Bahrain",13.25,142.2,1597.3,1947.0,6
417,SAT_099,"Dubai, UAE",7.06,73.0,2041.7,1947.0,6
418,SAT_048,Singapore,75.41,837.0,146.4,2344.7,6
418,SAT_168,"Pretoria, South Africa",64.07,710.2,275.1,2344.7,6
418,SAT_149,"Mwulire, Rwanda",28.67,314.6,915.8,2344.7,6
418,SAT_110,"Zallaq, Bahrain",21.09,229.8,1196.0,2344.7,6
418,SAT_101,"Dubai, UAE",13.72,147.5,1569.5,2344.7,6
418,SAT_028,"Mingenew, Australia",9.98,105.7,1811.4,2344.7,6
419,SAT_048,Singapore,61.69,683.6,300.0,2226.5,5
419,SAT_149,"Mwulire, Rwanda",45.56,503.3,532.2,2226.5,5
419,SAT_168,"Pretoria, South Africa",38.88,428.7,665.6,2226.5,5
419,SAT_110,"Zallaq, Bahrain",33.27,365.9,794.4,2226.5,5
419,SAT_102,"Dubai, UAE",22.44,244.9,1140.7,2226.5,5
420,SAT_149,"Mwulire, Rwanda",74.71,829.2,153.6,2508.2,5
420,SAT_110,"Zallaq, Bahrain",54.76,606.1,393.2,2508.2,5
420,SAT_104,"Dubai, UAE",37.75,416.0,688.4,2508.2,5
420,SAT_048,Singapore,35.2,387.6,739.3,2508.2,5
420,SAT_168,"Pretoria, South Africa",24.63,269.4,1056.3,2508.2,5
421,SAT_110,"Zallaq, Bahrain",85.69,951.8,42.8,2806.7,5
421,SAT_149,"Mwulire, Rwanda",66.31,735.3,245.0,2806.7,5
421,SAT_106,"Dubai, UAE",64.85,718.9,264.1,2806.7,5
421,SAT_048,Singapore,21.15,230.5,1179.5,2806.7,5
421,SAT_167,"Pretoria, South Africa",15.75,170.1,1446.5,2806.7,5
422,SAT_106,"Dubai, UAE",75.5,837.9,146.2,2106.7,5
422,SAT_111,"Zallaq, Bahrain",53.17,588.4,414.3,2106.7,5
422,SAT_149,"Mwulire, Rwanda",40.36,445.2,626.7,2106.7,5
422,SAT_048,Singapore,12.57,134.6,1620.0,2106.7,5
422,SAT_167,"Pretoria, South Africa",9.54,100.7,1835.8,2106.7,5
423,SAT_106,"Dubai, UAE",44.57,492.2,551.2,1168.7,4
423,SAT_115,"Zallaq, Bahrain",30.02,329.6,876.3,1168.7,4
423,SAT_149,"Mwulire, Rwanda",25.58,280.0,1010.9,1168.7,4
423,SAT_048,Singapore,6.51,66.9,2060.6,1168.7,4
424,SAT_106,"Dubai, UAE",27.34,299.7,958.0,646.6,3
424,SAT_148,"Mwulire, Rwanda",16.46,178.1,1395.5,646.6,3
424,SAT_122,"Zallaq, Bahrain",15.64,168.9,1442.7,646.6,3
425,SAT_107,"Dubai, UAE",17.2,186.4,1363.9,293.6,2
425,SAT_148,"Mwulire, Rwanda",10.11,107.2,1780.3,293.6,2
426,SAT_109,"Dubai, UAE",10.41,110.5,1766.5,163.4,2
426,SAT_148,"Mwulire, Rwanda",5.26,52.9,2165.3,163.4,2
427,SAT_115,"Dubai, UAE",5.46,55.1,2154.1,55.1,1
431,SAT_200,"Dubai, UAE",9.3,98.0,1842.0,98.0,1
432,SAT_200,"Dubai, UAE",15.93,172.1,1423.5,227.5,2
432,SAT_051,"Mwulire, Rwanda",5.48,55.3,2138.8,227.5,2
433,SAT_200,"Dubai, UAE",25.68,281.2,1005.7,529.0,3
433,SAT_019,"Zallaq, Bahrain",12.06,128.9,1644.6,529.0,3
433,SAT_050,"Mwulire, Rwanda",11.17,118.9,1698.6,529.0,3
434,SAT_200,"Dubai, UAE",42.17,465.4,589.7,982.0,3
434,SAT_010,"Zallaq, Bahrain",28.2,309.3,922.6,982.0,3
434,SAT_050,"Mwulire, Rwanda",19.08,207.3,1258.1,982.0,3
435,SAT_200,"Dubai, UAE",71.35,791.6,188.2,1810.3,4
435,SAT_006,"Zallaq, Bahrain",52.52,581.1,419.0,1810.3,4
435,SAT_049,"Mwulire, Rwanda",31.72,348.7,816.4,1810.3,4
435,SAT_073,"Pretoria, South Africa",8.48,88.9,1901.6,1810.3,4
436,SAT_006,"Zallaq, Bahrain",87.41,971.0,25.3,2634.1,5
436,SAT_001,"Dubai, UAE",75.1,833.4,133.5,2634.1,5
436,SAT_049,"Mwulire, Rwanda",55.45,613.9,374.8,2634.1,5
436,SAT_072,"Pretoria, South Africa",15.07,162.6,1469.6,2634.1,5
436,SAT_148,Singapore,5.29,53.2,2150.8,2634.1,5
437,SAT_049,"Mwulire, Rwanda",83.13,923.2,66.8,2289.9,5
437,SAT_006,"Zallaq, Bahrain",51.81,573.1,429.4,2289.9,5
437,SAT_200,"Dubai, UAE",37.65,414.9,680.7,2289.9,5
437,SAT_072,"Pretoria, South Africa",24.8,271.3,1037.0,2289.9,5
437,SAT_148,Singapore,10.14,107.4,1764.8,2289.9,5
438,SAT_049,"Mwulire, Rwanda",46.44,513.2,508.5,1729.2,5
438,SAT_072,"Pretoria, South Africa",41.35,456.3,606.3,1729.2,5
438,SAT_006,"Zallaq, Bahrain",30.63,336.5,852.2,1729.2,5
438,SAT_198,"Dubai, UAE",22.43,244.8,1124.7,1729.2,5
438,SAT_148,Singapore,16.5,178.6,1378.9,1729.2,5
439,SAT_071,"Pretoria, South Africa",72.49,804.2,176.5,1734.0,5
439,SAT_049,"Mwulire, Rwanda",27.05,296.4,950.2,1734.0,5
439,SAT_148,Singapore,25.72,281.6,993.1,1734.0,5
439,SAT_006,"Zallaq, Bahrain",18.88,205.1,1275.0,1734.0,5
439,SAT_197,"Dubai, UAE",13.65,146.6,1551.8,1734.0,5
440,SAT_071,"Pretoria, South Africa",64.7,717.2,263.2,1542.2,5
440,SAT_148,Singapore,40.84,450.6,607.5,1542.2,5
440,SAT_049,"Mwulire, Rwanda",16.25,175.7,1392.0,1542.2,5
440,SAT_005,"Zallaq, Bahrain",11.33,120.7,1697.1,1542.2,5
440,SAT_196,"Dubai, UAE",7.51,78.0,1978.9,1542.2,5
441,SAT_148,Singapore,67.8,751.9,224.2,2012.4,7
441,SAT_073,"Cape Town, South Africa",45.19,499.2,537.8,2012.4,7
441,SAT_069,"Pretoria, South Africa",34.75,382.5,747.7,2012.4,7
441,SAT_043,"Accra, Ghana",12.7,136.1,1591.9,2012.4,7
441,SAT_049,"Mwulire, Rwanda",9.16,96.5,1833.8,2012.4,7
441,SAT_127,"Mingenew, Australia",8.32,87.1,1911.3,2012.4,7
441,SAT_005,"Zallaq, Bahrain",5.82,59.2,2118.6,2012.4,7
442,SAT_073,"Cape Town, South Africa",79.24,879.8,106.9,2344.2,7
442,SAT_148,Singapore,72.61,805.7,172.4,2344.2,7
442,SAT_043,"Accra, Ghana",21.44,233.7,1150.2,2344.2,7
442,SAT_127,"Mingenew, Australia",14.09,151.6,1524.0,2344.2,7
442,SAT_061,"Pretoria, South Africa",10.19,108.0,1768.0,2344.2,7
442,SAT_008,"Stockholm, Sweden",8.34,87.3,1911.9,2344.2,7
442,SAT_012,"Dublin, Ireland",7.51,78.1,1974.5,2344.2,7
443,SAT_073,"Cape Town, South Africa",59.54,659.6,327.1,2162.9,7
443,SAT_148,Singapore,43.66,482.0,554.6,2162.9,7
443,SAT_043,"Accra, Ghana",35.96,396.0,708.7,2162.9,7
443,SAT_128,"Mingenew, Australia",22.14,241.6,1134.5,2162.9,7
443,SAT_008,"Stockholm, Sweden",14.74,158.9,1488.6,2162.9,7
443,SAT_012,"Dublin, Ireland",13.67,146.9,1548.4,2162.9,7
443,SAT_200,"Sodankylä, Finland",7.49,77.9,1983.0,2162.9,7
444,SAT_043,"Accra, Ghana",63.88,708.1,268.1,2583.0,9
444,SAT_128,"Mingenew, Australia",34.82,383.3,744.7,2583.0,9
444,SAT_073,"Cape Town, South Africa",34.49,379.6,758.5,2583.0,9
444,SAT_148,Singapore,27.29,299.1,940.2,2583.0,9
444,SAT_008,"Stockholm, Sweden",24.02,262.6,1065.7,2583.0,9
444,SAT_012,"Dublin, Ireland",22.45,245.0,1123.3,2583.0,9
444,SAT_200,"Sodankylä, Finland",13.12,140.8,1588.1,2583.0,9
444,SAT_021,"Guildford Pole, UK",8.89,93.5,1861.4,2583.0,9
444,SAT_169,"Seoul, South Korea",6.9,71.2,2015.4,2583.0,9
445,SAT_043,"Accra, Ghana",71.96,798.4,179.0,3283.5,9
445,SAT_128,"Mingenew, Australia",57.15,632.9,355.6,3283.5,9
445,SAT_008,"Stockholm, Sweden",39.52,435.8,643.2,3283.5,9
445,SAT_013,"Dublin, Ireland",36.86,406.1,698.0,3283.5,9
445,SAT_003,"Sodankylä, Finland",24.04,262.8,1067.9,3283.5,9
445,SAT_073,"Cape Town, South Africa",21.02,229.1,1189.9,3283.5,9
445,SAT_019,"Guildford Pole, UK",18.19,197.4,1303.1,3283.5,9
445,SAT_148,Singapore,17.49,189.6,1326.2,3283.5,9
445,SAT_169,"Seoul, South Korea",12.29,131.5,1624.0,3283.5,9
446,SAT_128,"Mingenew, Australia",84.81,942.0,50.9,4577.4,10
446,SAT_008,"Stockholm, Sweden",68.3,757.4,222.4,4577.4,10
446,SAT_013,"Dublin, Ireland",63.56,704.5,276.0,4577.4,10
446,SAT_004,"Öjebyn, Sweden",40.81,450.2,618.9,4577.4,10
446,SAT_043,"Accra, Ghana",40.2,443.4,618.7,4577.4,10
446,SAT_003,"Sodankylä, Finland",39.3,433.4,649.5,4577.4,10
446,SAT_017,"Guildford Pole, UK",34.71,382.0,746.0,4577.4,10
446,SAT_169,"Seoul, South Korea",19.63,213.5,1233.3,4577.4,10
446,SAT_073,"Cape Town, South Africa",12.68,135.8,1621.2,4577.4,10
446,SAT_148,Singapore,10.83,115.1,1712.4,4577.4,10
447,SAT_013,"Dublin, Ireland",73.0,809.9,170.9,5297.4,11
447,SAT_005,"Öjebyn, Sweden",71.41,792.2,188.8,5297.4,11
447,SAT_008,"Stockholm, Sweden",69.82,774.5,205.7,5297.4,11
447,SAT_003,"Sodankylä, Finland",67.54,749.0,231.6,5297.4,11
447,SAT_015,"Guildford Pole, UK",65.19,722.7,256.8,5297.4,11
447,SAT_128,"Mingenew, Australia",52.01,575.4,427.3,5297.4,11
447,SAT_169,"Seoul, South Korea",30.73,337.6,844.1,5297.4,11
447,SAT_043,"Accra, Ghana",23.73,259.4,1060.2,5297.4,11
447,SAT_137,"Alice Springs, Australia",13.79,148.2,1532.0,5297.4,11
447,SAT_073,"Cape Town, South Africa",6.75,69.6,2052.3,5297.4,11
447,SAT_148,Singapore,5.81,59.0,2098.6,5297.4,11
448,SAT_003,"Sodankylä, Finland",71.58,794.2,187.2,4949.2,10
448,SAT_015,"Guildford Pole, UK",70.37,780.6,198.9,4949.2,10
448,SAT_013,"Dundee, Scotland",69.11,766.6,212.9,4949.2,10
448,SAT_005,"Öjebyn, Sweden",66.78,740.5,240.2,4949.2,10
448,SAT_169,"Seoul, South Korea",49.58,548.2,460.1,4949.2,10
448,SAT_008,"Stockholm, Sweden",40.45,446.2,625.8,4949.2,10
448,SAT_128,"Mingenew, Australia",32.02,352.0,816.3,4949.2,10
448,SAT_133,"Alice Springs, Australia",27.84,305.3,931.2,4949.2,10
448,SAT_043,"Accra, Ghana",14.17,152.5,1502.0,4949.2,10
448,SAT_154,"Harmon, Guam",6.17,63.1,2067.1,4949.2,10
449,SAT_168,"Seoul, South Korea",80.51,894.0,92.8,3873.8,9
449,SAT_013,"Dundee, Scotland",68.91,764.3,215.3,3873.8,9
449,SAT_133,"Alice Springs, Australia",44.56,492.2,543.9,3873.8,9
449,SAT_003,"Sodankylä, Finland",41.63,459.4,604.6,3873.8,9
449,SAT_005,"Öjebyn, Sweden",39.0,430.0,656.8,3873.8,9
449,SAT_017,"Guildford Pole, UK",37.97,418.5,673.2,3873.8,9
449,SAT_127,"Mingenew, Australia",19.77,215.1,1238.2,3873.8,9
449,SAT_154,"Harmon, Guam",11.3,120.4,1680.0,3873.8,9
449,SAT_043,"Accra, Ghana",7.67,79.8,1943.8,3873.8,9
450,SAT_133,"Alice Springs, Australia",74.02,821.4,159.3,3145.1,9
450,SAT_168,"Seoul, South Korea",58.48,647.8,335.9,3145.1,9
450,SAT_013,"Dundee, Scotland",39.63,437.1,641.0,3145.1,9
450,SAT_003,"Sodankylä, Finland",25.42,278.3,1022.0,3145.1,9
450,SAT_005,"Öjebyn, Sweden",23.91,261.4,1075.3,3145.1,9
450,SAT_019,"Guildford Pole, UK",19.83,215.7,1230.5,3145.1,9
450,SAT_175,"Chitose, Japan",18.39,199.7,1296.8,3145.1,9
450,SAT_154,"Harmon, Guam",18.17,197.2,1292.9,3145.1,9
450,SAT_123,"Mingenew, Australia",8.28,86.6,1927.6,3145.1,9
451,SAT_133,"Alice Springs, Australia",66.9,741.8,236.4,2840.4,9
451,SAT_170,"Chitose, Japan",42.92,473.8,572.6,2840.4,9
451,SAT_168,"Seoul, South Korea",35.51,391.0,723.9,2840.4,9
451,SAT_154,"Harmon, Guam",28.39,311.4,905.8,2840.4,9
451,SAT_013,"Dundee, Scotland",24.02,262.6,1067.0,2840.4,9
451,SAT_127,"Dubbo, Australia",19.53,212.3,1250.3,2840.4,9
451,SAT_003,"Sodankylä, Finland",15.8,170.8,1439.4,2840.4,9
451,SAT_006,"Öjebyn, Sweden",14.47,155.9,1511.8,2840.4,9
451,SAT_020,"Guildford Pole, UK",11.33,120.7,1693.5,2840.4,9
452,SAT_170,"Chitose, Japan",71.22,790.1,188.7,2675.0,10
452,SAT_154,"Harmon, Guam",45.7,504.9,518.9,2675.0,10
452,SAT_133,"Alice Springs, Australia",40.38,445.5,622.2,2675.0,10
452,SAT_129,"Dubbo, Australia",31.59,347.1,828.2,2675.0,10
452,SAT_013,"Dundee, Scotland",14.72,158.6,1493.0,2675.0,10
452,SAT_162,"Seoul, South Korea",12.11,129.4,1632.0,2675.0,10
452,SAT_003,"Sodankylä, Finland",9.23,97.3,1856.6,2675.0,10
452,SAT_006,"Öjebyn, Sweden",8.28,86.7,1926.7,2675.0,10
452,SAT_191,"Utqiagvik, USA",6.18,63.2,2100.0,2675.0,10
452,SAT_118,"Awarua, New Zeland",5.2,52.2,2194.7,2675.0,10
453,SAT_170,"Obihiro, Japan",81.75,907.8,80.8,3235.5,9
453,SAT_154,"Harmon, Guam",76.45,848.5,132.9,3235.5,9
453,SAT_129,"Dubbo, Australia",51.18,566.1,440.1,3235.5,9
453,SAT_134,"Alice Springs, Australia",25.34,277.3,1013.4,3235.5,9
453,SAT_176,"Chitose, Japan",21.45,233.9,1163.9,3235.5,9
453,SAT_191,"Utqiagvik, USA",11.58,123.5,1693.2,3235.5,9
453,SAT_119,"Awarua, New Zeland",10.24,108.6,1791.1,3235.5,9
453,SAT_013,"Dundee, Scotland",8.31,87.0,1918.9,3235.5,9
453,SAT_080,"Ushuaia, Argentina",7.93,82.8,1972.9,3235.5,9
454,SAT_129,"Dubbo, Australia",83.24,924.5,66.5,2927.3,8
454,SAT_154,"Harmon, Guam",64.93,719.8,256.2,2927.3,8
454,SAT_170,"Obihiro, Japan",49.47,547.0,463.1,2927.3,8
454,SAT_191,"Utqiagvik, USA",18.89,205.2,1286.5,2927.3,8
454,SAT_119,"Awarua, New Zeland",16.72,181.0,1398.6,2927.3,8
454,SAT_079,"Ushuaia, Argentina",14.13,152.0,1548.3,2927.3,8
454,SAT_137,"Alice Springs, Australia",13.29,142.6,1564.2,2927.3,8
454,SAT_200,"Deadhorse, USA",5.46,55.1,2164.5,2927.3,8
455,SAT_129,"Dubbo, Australia",58.17,644.3,343.4,2501.3,8
455,SAT_154,"Harmon, Guam",39.05,430.6,642.8,2501.3,8
455,SAT_170,"Obihiro, Japan",30.45,334.4,854.8,2501.3,8
455,SAT_191,"Utqiagvik, USA",29.99,329.3,879.7,2501.3,8
